h1x_velocity,h1y_velocity,h1z_velocity,h2x_velocity,h2y_velocity,h2z_velocity,center_x,center_y,center_z,center_x_velocity,center_y_velocity,center_z_velocity,h1x_position,h1y_position,h1z_position,h2x_position,h2y_position,h2z_position
0.002446,-0.000688,0.004358,0.000000,0.000000,0.000000,-0.267581,0.047032,0.578103,0.000000,0.000000,0.000000,-0.267581,0.047032,0.578103,0.064948,0.093655,1.138440
0.012085,0.006456,0.009168,0.000000,0.000000,0.000000,-0.267178,0.047247,0.578409,0.000000,0.000000,0.000000,-0.267178,0.047247,0.578409,0.064892,0.094427,1.138736
-0.000191,-0.004126,0.001904,0.000000,0.000000,0.000000,-0.267184,0.047109,0.578472,0.000000,0.000000,0.000000,-0.267184,0.047109,0.578472,0.064847,0.095059,1.138977
0.002316,-0.004037,0.001559,0.000000,0.000000,0.000000,-0.267107,0.046975,0.578524,0.000000,0.000000,0.000000,-0.267107,0.046975,0.578524,0.064810,0.095577,1.139175
0.000696,0.000315,0.006881,0.000000,0.000000,0.000000,-0.267084,0.046985,0.578754,0.000000,0.000000,0.000000,-0.267084,0.046985,0.578754,0.064780,0.096000,1.139337
0.001660,0.000170,0.000027,0.000000,0.000000,0.000000,-0.267029,0.046991,0.578754,0.000000,0.000000,0.000000,-0.267029,0.046991,0.578754,0.064755,0.096347,1.139470
-0.005642,-0.002956,-0.005558,0.000000,0.000000,0.000000,-0.267217,0.046893,0.578569,0.000000,0.000000,0.000000,-0.267217,0.046893,0.578569,0.064734,0.096631,1.139579
0.000557,0.000254,0.001028,0.000000,0.000000,0.000000,-0.267198,0.046901,0.578603,0.000000,0.000000,0.000000,-0.267198,0.046901,0.578603,0.064718,0.096864,1.139668
0.002993,-0.000746,0.000848,0.000000,0.000000,0.000000,-0.267098,0.046876,0.578632,0.000000,0.000000,0.000000,-0.267098,0.046876,0.578632,0.064704,0.097054,1.139740
0.000716,0.000121,0.000692,0.000000,0.000000,0.000000,-0.267074,0.046880,0.578655,0.000000,0.000000,0.000000,-0.267074,0.046880,0.578655,0.064693,0.097210,1.139800
-0.001841,0.001851,0.000563,0.000000,0.000000,0.000000,-0.267136,0.046942,0.578674,0.000000,0.000000,0.000000,-0.267136,0.046942,0.578674,0.064684,0.097337,1.139849
-0.002298,-0.000597,-0.005116,0.000000,0.000000,0.000000,-0.267212,0.046922,0.578503,0.000000,0.000000,0.000000,-0.267212,0.046922,0.578503,0.064676,0.097442,1.139889
-0.004731,-0.003070,-0.004195,0.000000,0.000000,0.000000,-0.267370,0.046820,0.578363,0.000000,0.000000,0.000000,-0.267370,0.046820,0.578363,0.064670,0.097527,1.139922
-0.007156,-0.000195,-0.003435,0.000000,0.000000,0.000000,-0.267609,0.046813,0.578249,0.000000,0.000000,0.000000,-0.267609,0.046813,0.578249,0.064665,0.097597,1.139948
-0.003866,0.000665,-0.002807,0.000000,0.000000,0.000000,-0.267737,0.046835,0.578155,0.000000,0.000000,0.000000,-0.267737,0.046835,0.578155,0.064661,0.097655,1.139970
0.004976,0.004879,0.003283,0.000000,0.000000,0.000000,-0.267572,0.046998,0.578265,0.000000,0.000000,0.000000,-0.267572,0.046998,0.578265,0.064658,0.097702,1.139989
-0.003304,0.001392,-0.002895,0.000000,0.000000,0.000000,-0.267682,0.047044,0.578168,0.000000,0.000000,0.000000,-0.267682,0.047044,0.578168,0.064655,0.097740,1.140003
-0.006707,-0.002691,-0.013479,0.000000,0.000000,0.000000,-0.267905,0.046955,0.577719,0.000000,0.000000,0.000000,-0.267905,0.046955,0.577719,0.064653,0.097772,1.140015
-0.007702,-0.002539,-0.005491,0.000000,0.000000,0.000000,-0.268162,0.046870,0.577536,0.000000,0.000000,0.000000,-0.268162,0.046870,0.577536,0.064651,0.097797,1.140025
0.006157,0.001623,0.006652,0.000000,0.000000,0.000000,-0.267957,0.046924,0.577757,0.000000,0.000000,0.000000,-0.267957,0.046924,0.577757,0.064649,0.097818,1.140033
0.001091,-0.000400,0.005447,0.000000,0.000000,0.000000,-0.267920,0.046911,0.577939,0.000000,0.000000,0.000000,-0.267920,0.046911,0.577939,0.064648,0.097836,1.140040
0.001827,-0.001221,-0.001127,0.000000,0.000000,0.000000,-0.267860,0.046870,0.577901,0.000000,0.000000,0.000000,-0.267860,0.046870,0.577901,0.064647,0.097850,1.140045
-0.000207,0.000600,-0.000924,0.000000,0.000000,0.000000,-0.267866,0.046890,0.577871,0.000000,0.000000,0.000000,-0.267866,0.046890,0.577871,0.064646,0.097861,1.140050
0.005321,0.001982,0.004833,0.000000,0.000000,0.000000,-0.267689,0.046956,0.578032,0.000000,0.000000,0.000000,-0.267689,0.046956,0.578032,0.064645,0.097871,1.140053
0.001490,-0.001906,0.003954,0.000000,0.000000,0.000000,-0.267639,0.046893,0.578164,0.000000,0.000000,0.000000,-0.267639,0.046893,0.578164,0.064645,0.097879,1.140056
0.003398,0.000014,-0.002344,0.000000,0.000000,0.000000,-0.267526,0.046893,0.578085,0.000000,0.000000,0.000000,-0.267526,0.046893,0.578085,0.064644,0.097885,1.140059
0.000481,-0.000069,-0.001924,0.000000,0.000000,0.000000,-0.267510,0.046891,0.578021,0.000000,0.000000,0.000000,-0.267510,0.046891,0.578021,0.064644,0.097890,1.140061
0.017791,0.008594,0.009615,0.000000,0.000000,0.000000,-0.266917,0.047177,0.578342,0.000000,0.000000,0.000000,-0.266917,0.047177,0.578342,0.064644,0.097894,1.140062
0.052694,0.019679,0.053431,8.479449,-8.531699,-0.237619,-0.265161,0.047833,0.580123,0.001756,0.000656,0.001781,-0.265161,0.047833,0.580123,0.347292,-0.186496,1.132142
-0.016331,-0.005506,-0.018566,0.000000,0.000000,0.000000,-0.265705,0.047650,0.579504,-0.000544,-0.000184,-0.000619,-0.265705,0.047650,0.579504,0.347292,-0.186496,1.132142
-0.012497,-0.001613,-0.015197,-0.120020,0.025366,-0.042518,-0.266122,0.047596,0.578997,-0.000417,-0.000054,-0.000507,-0.266122,0.047596,0.578997,0.343291,-0.185650,1.130724
-0.012384,-0.005724,-0.006883,-0.198457,0.018492,-0.097493,-0.266534,0.047405,0.578768,-0.000413,-0.000191,-0.000229,-0.266534,0.047405,0.578768,0.336676,-0.185034,1.127475
-0.012662,-0.001690,-0.011197,-0.266980,-0.018644,-0.161430,-0.266956,0.047349,0.578395,-0.000422,-0.000056,-0.000373,-0.266956,0.047349,0.578395,0.327777,-0.185655,1.122094
-0.008406,-0.000134,-0.003601,-0.297812,-0.026376,-0.191946,-0.267237,0.047344,0.578275,-0.000280,-0.000004,-0.000120,-0.267237,0.047344,0.578275,0.317850,-0.186534,1.115695
0.001296,-0.003334,-0.002952,-0.339552,-0.048513,-0.235015,-0.267193,0.047233,0.578176,0.000043,-0.000111,-0.000098,-0.267193,0.047233,0.578176,0.306531,-0.188151,1.107862
-0.004831,-0.001191,-0.002414,-0.367531,-0.062646,-0.268250,-0.267354,0.047193,0.578096,-0.000161,-0.000040,-0.000080,-0.267354,0.047193,0.578096,0.294280,-0.190240,1.098920
-0.001577,0.000621,-0.001981,-0.391383,-0.071114,-0.311698,-0.267407,0.047214,0.578030,-0.000053,0.000021,-0.000066,-0.267407,0.047214,0.578030,0.281234,-0.192610,1.088530
-0.006806,-0.000134,-0.001616,-0.387734,-0.072396,-0.326761,-0.267634,0.047210,0.577976,-0.000227,-0.000004,-0.000054,-0.267634,0.047210,0.577976,0.268310,-0.195023,1.077638
0.000326,-0.000518,-0.001327,-0.374300,-0.074646,-0.371540,-0.267623,0.047192,0.577932,0.000011,-0.000017,-0.000044,-0.267623,0.047192,0.577932,0.255833,-0.197511,1.065253
-0.003079,-0.002331,-0.001084,-0.347392,-0.059683,-0.371418,-0.267726,0.047115,0.577895,-0.000103,-0.000078,-0.000036,-0.267726,0.047115,0.577895,0.244253,-0.199501,1.052873
-0.004549,-0.003040,-0.006453,-0.325383,-0.055289,-0.385827,-0.267877,0.047013,0.577680,-0.000152,-0.000101,-0.000215,-0.267877,0.047013,0.577680,0.233407,-0.201344,1.040012
0.006791,0.007103,0.011469,-0.305593,-0.048170,-0.395218,-0.267651,0.047250,0.578063,0.000226,0.000237,0.000382,-0.267651,0.047250,0.578063,0.223221,-0.202950,1.026838
0.001350,-0.002696,-0.001792,-0.286376,-0.028613,-0.415689,-0.267606,0.047160,0.578003,0.000045,-0.000090,-0.000060,-0.267606,0.047160,0.578003,0.213675,-0.203903,1.012982
0.000413,-0.004079,0.004106,-0.263004,-0.025525,-0.414686,-0.267592,0.047024,0.578140,0.000014,-0.000136,0.000137,-0.267592,0.047024,0.578140,0.204908,-0.204754,0.999159
0.003158,0.001576,0.003371,-0.248661,-0.009227,-0.411744,-0.267487,0.047077,0.578252,0.000105,0.000053,0.000112,-0.267487,0.047077,0.578252,0.196620,-0.205062,0.985434
0.003869,0.012175,-0.002832,-0.241941,-0.028571,-0.434861,-0.267358,0.047483,0.578158,0.000129,0.000406,-0.000094,-0.267358,0.047483,0.578158,0.188555,-0.206014,0.970939
-0.000579,-0.005096,-0.002317,-0.218625,-0.020263,-0.423564,-0.267377,0.047313,0.578080,-0.000019,-0.000170,-0.000077,-0.267377,0.047313,0.578080,0.181267,-0.206690,0.956820
-0.002950,0.000089,-0.001888,-0.187145,-0.019642,-0.425402,-0.267476,0.047316,0.578018,-0.000098,0.000003,-0.000063,-0.267476,0.047316,0.578018,0.175029,-0.207344,0.942640
-0.002549,-0.003074,-0.001556,-0.146614,-0.025511,-0.411891,-0.267560,0.047213,0.577966,-0.000085,-0.000102,-0.000052,-0.267560,0.047213,0.577966,0.170142,-0.208195,0.928910
-0.001763,-0.001440,0.004311,-0.118461,-0.026480,-0.399154,-0.267619,0.047165,0.578109,-0.000059,-0.000048,0.000144,-0.267619,0.047165,0.578109,0.166193,-0.209077,0.915605
0.025062,0.013250,0.020410,-0.084208,-0.049753,-0.387132,-0.266784,0.047607,0.578790,0.000835,0.000442,0.000680,-0.266784,0.047607,0.578790,0.163386,-0.210736,0.902701
0.005509,-0.001935,0.005434,-0.048514,-0.046672,-0.375731,-0.266600,0.047543,0.578971,0.000184,-0.000064,0.000181,-0.266600,0.047543,0.578971,0.161769,-0.212291,0.890176
-0.007241,-0.003909,-0.006732,-0.027833,-0.049118,-0.353580,-0.266842,0.047412,0.578746,-0.000241,-0.000130,-0.000224,-0.266842,0.047412,0.578746,0.160842,-0.213929,0.878390
-0.008084,-0.003099,-0.005516,-0.018735,-0.049724,-0.334509,-0.267111,0.047309,0.578563,-0.000269,-0.000103,-0.000184,-0.267111,0.047309,0.578563,0.160217,-0.215586,0.867240
-0.008540,-0.000808,-0.004515,-0.010373,-0.050549,-0.296052,-0.267396,0.047282,0.578412,-0.000285,-0.000027,-0.000151,-0.267396,0.047282,0.578412,0.159871,-0.217271,0.857372
-0.010111,-0.005036,-0.003701,-0.014011,-0.048324,-0.264344,-0.267733,0.047114,0.578289,-0.000337,-0.000168,-0.000123,-0.267733,0.047114,0.578289,0.159404,-0.218882,0.848560
-0.001788,-0.000886,-0.003027,-0.037799,-0.054815,-0.216427,-0.267792,0.047085,0.578188,-0.000060,-0.000030,-0.000101,-0.267792,0.047085,0.578188,0.158144,-0.220709,0.841346
0.000063,-0.000266,0.003106,-0.069986,-0.038377,-0.166249,-0.267790,0.047076,0.578291,0.000002,-0.000009,0.000104,-0.267790,0.047076,0.578291,0.155811,-0.221988,0.835804
0.003849,0.002638,-0.003042,-0.094085,-0.024057,-0.114048,-0.267662,0.047164,0.578190,0.000128,0.000088,-0.000101,-0.267662,0.047164,0.578190,0.152675,-0.222790,0.832003
-0.002116,-0.001482,-0.008052,-0.121279,-0.011388,-0.059845,-0.267733,0.047114,0.577922,-0.000071,-0.000049,-0.000268,-0.267733,0.047114,0.577922,0.148633,-0.223170,0.830008
-0.003853,-0.000552,-0.001032,-0.143606,0.001007,-0.026380,-0.267861,0.047096,0.577887,-0.000128,-0.000018,-0.000034,-0.267861,0.047096,0.577887,0.143846,-0.223136,0.829128
0.000183,-0.000528,0.004739,-0.151660,0.011732,0.024360,-0.267855,0.047078,0.578045,0.000006,-0.000018,0.000158,-0.267855,0.047078,0.578045,0.138790,-0.222745,0.829940
-0.003504,0.000049,-0.001695,-0.153373,0.014889,0.043271,-0.267972,0.047080,0.577989,-0.000117,0.000002,-0.000057,-0.267972,0.047080,0.577989,0.133678,-0.222249,0.831383
0.001050,-0.001816,0.004188,-0.135276,0.024143,0.059000,-0.267937,0.047019,0.578128,0.000035,-0.000061,0.000140,-0.267937,0.047019,0.578128,0.129169,-0.221444,0.833349
