h1x_velocity,h1y_velocity,h1z_velocity,h2x_velocity,h2y_velocity,h2z_velocity,center_x,center_y,center_z,center_x_velocity,center_y_velocity,center_z_velocity,h1x_position,h1y_position,h1z_position,h2x_position,h2y_position,h2z_position,time
0.336739,0.060228,-0.074637,-0.360081,0.071017,-0.024666,0.008462,-0.221795,1.034422,-0.011671,0.065622,-0.049649,-0.197933,-0.238205,1.049518,0.214857,-0.205385,1.019326,281
0.327213,0.072176,-0.061104,-0.375073,0.056549,-0.054438,0.007664,-0.219650,1.032496,-0.023930,0.064362,-0.057771,-0.187026,-0.235800,1.047482,0.202354,-0.203500,1.017511,282
0.278333,0.093429,-0.050039,-0.347337,0.066633,-0.078392,0.006514,-0.216982,1.030356,-0.034502,0.080031,-0.064216,-0.177748,-0.232685,1.045814,0.190776,-0.201279,1.014898,283
0.228471,0.076881,-0.058912,-0.297820,0.052114,-0.064166,0.005358,-0.214832,1.028305,-0.034674,0.064498,-0.061541,-0.170132,-0.230123,1.043850,0.180849,-0.199541,1.012759,284
0.186927,0.064149,-0.048223,-0.213616,0.071237,-0.069305,0.004914,-0.212576,1.026346,-0.013345,0.067693,-0.058765,-0.163901,-0.227984,1.042243,0.173728,-0.197167,1.010449,285
0.158281,0.046337,-0.039504,-0.172687,0.048138,-0.056731,0.004673,-0.211001,1.024742,-0.007203,0.047237,-0.048115,-0.158625,-0.226440,1.040926,0.167972,-0.195562,1.008558,286
0.127196,0.037273,-0.032322,-0.139651,0.044069,-0.063103,0.004466,-0.209645,1.023151,-0.006227,0.040671,-0.047715,-0.154385,-0.225197,1.039848,0.163317,-0.194093,1.006455,287
0.100520,0.045691,-0.026472,-0.117996,0.029271,-0.051663,0.004175,-0.208396,1.021849,-0.008738,0.037481,-0.039067,-0.151035,-0.223674,1.038966,0.159384,-0.193118,1.004732,288
0.086095,0.020341,-0.039504,-0.094289,0.014347,-0.042297,0.004038,-0.207818,1.020486,-0.004097,0.017344,-0.040898,-0.148165,-0.222996,1.037649,0.156241,-0.192639,1.003323,289
0.067125,0.012977,-0.032347,-0.061255,0.016989,-0.001230,0.004136,-0.207318,1.019926,0.002935,0.014983,-0.016787,-0.145927,-0.222564,1.036571,0.154199,-0.192073,1.003282,290
0.052656,0.011517,-0.008640,-0.051915,0.008984,-0.001005,0.004148,-0.206977,1.019765,0.000370,0.010250,-0.004824,-0.144172,-0.222180,1.036283,0.152469,-0.191774,1.003248,291
0.039052,0.012934,-0.007077,-0.050398,-0.005085,-0.000815,0.003959,-0.206846,1.019634,-0.005673,0.003925,-0.003945,-0.142870,-0.221749,1.036047,0.150789,-0.191943,1.003221,292
0.031296,0.012970,0.012145,-0.038764,-0.009531,-0.000672,0.003835,-0.206789,1.019825,-0.003734,0.001719,0.005736,-0.141827,-0.221316,1.036452,0.149497,-0.192261,1.003199,293
0.008027,0.011605,0.009946,-0.040501,-0.022634,-0.000551,0.003293,-0.206972,1.019982,-0.016237,-0.005514,0.004696,-0.141560,-0.220929,1.036783,0.148146,-0.193015,1.003180,294
-0.011293,-0.027406,-0.009788,-0.033175,-0.025436,-0.000461,0.002552,-0.207853,1.019811,-0.022234,-0.026422,-0.005125,-0.141936,-0.221843,1.036457,0.147041,-0.193863,1.003165,295
-0.039117,-0.004926,-0.008043,-0.015317,-0.034859,0.016490,0.001645,-0.208516,1.019952,-0.027217,-0.019892,0.004224,-0.143240,-0.222007,1.036189,0.146530,-0.195025,1.003714,296
-0.069720,0.000427,0.029440,-0.017450,-0.044015,-0.020109,0.000192,-0.209243,1.020107,-0.043585,-0.021794,0.004667,-0.145564,-0.221993,1.037170,0.145948,-0.196492,1.003044,297
-0.082196,0.051173,0.042282,0.001243,-0.061145,0.034107,-0.001157,-0.209409,1.021380,-0.040477,-0.004986,0.038195,-0.148304,-0.220287,1.038580,0.145990,-0.198530,1.004181,298
-0.094281,0.065629,0.052925,-0.001673,-0.079989,0.027920,-0.002756,-0.209648,1.022728,-0.047977,-0.007180,0.040419,-0.151447,-0.218100,1.040344,0.145934,-0.201197,1.005112,299
-0.102034,0.067771,0.043305,0.017870,-0.071905,0.039933,-0.004159,-0.209717,1.024115,-0.042082,-0.002067,0.041621,-0.154848,-0.215840,1.041787,0.146530,-0.203594,1.006443,300
-0.091643,0.094831,0.053891,0.084521,0.032459,0.155193,-0.004278,-0.207596,1.027600,-0.003561,0.063645,0.104542,-0.157902,-0.212679,1.043584,0.149347,-0.202512,1.011616,301
-0.089129,0.111211,0.062639,0.011060,-0.136324,-0.012503,-0.005579,-0.208014,1.028435,-0.039034,-0.012557,0.025070,-0.160873,-0.208972,1.045672,0.149716,-0.207056,1.011199,302
-0.093093,0.108789,0.051284,-0.003958,-0.143140,-0.027212,-0.007196,-0.208587,1.028837,-0.048525,-0.017175,0.012034,-0.163977,-0.205346,1.047381,0.149584,-0.211827,1.010292,303
-0.110333,0.099330,0.023457,0.012694,-0.153590,-0.005307,-0.008824,-0.209491,1.029139,-0.048819,-0.027130,0.009073,-0.167654,-0.202035,1.048163,0.150007,-0.216947,1.010115,304
-0.132173,0.082838,0.019215,0.076939,-0.080000,0.064555,-0.009744,-0.209444,1.030535,-0.027617,0.001419,0.041885,-0.172060,-0.199274,1.048804,0.152572,-0.219613,1.012267,305
-0.129287,0.113343,0.071690,0.086087,-0.109120,0.052861,-0.010464,-0.209373,1.032611,-0.021600,0.002111,0.062277,-0.176370,-0.195496,1.051193,0.155441,-0.223251,1.014029,306
-0.162716,0.105923,0.058683,0.072611,-0.148336,-0.008562,-0.011966,-0.210080,1.033447,-0.045052,-0.021206,0.025063,-0.181793,-0.191965,1.053149,0.157862,-0.228195,1.013744,307
-0.186200,0.110137,0.048058,0.082507,-0.168294,-0.007024,-0.013694,-0.211049,1.034130,-0.051847,-0.029079,0.020514,-0.188000,-0.188294,1.054751,0.160612,-0.233805,1.013510,308
-0.209582,0.107929,0.077258,0.110316,-0.167214,-0.022806,-0.015349,-0.212037,1.035038,-0.049633,-0.029642,0.027230,-0.194986,-0.184696,1.057327,0.164289,-0.239379,1.012749,309
-0.236327,0.106629,0.082390,0.149200,-0.159176,-0.001606,-0.016801,-0.212913,1.036384,-0.043564,-0.026274,0.040390,-0.202864,-0.181142,1.060073,0.169262,-0.244685,1.012696,310
-0.265580,0.083242,0.048316,0.180867,-0.140309,0.033141,-0.018213,-0.213864,1.037742,-0.042356,-0.028533,0.040727,-0.211716,-0.178367,1.061683,0.175291,-0.249362,1.013801,311
-0.260279,0.076496,0.077991,0.204994,-0.130306,0.027133,-0.019134,-0.214761,1.039494,-0.027642,-0.026905,0.052564,-0.220392,-0.175817,1.064283,0.182124,-0.253705,1.014705,312
-0.259488,0.098240,0.122427,0.230108,-0.121315,0.039597,-0.019624,-0.215146,1.042194,-0.014690,-0.011538,0.081010,-0.229042,-0.172543,1.068364,0.189795,-0.257749,1.016025,313
-0.279730,0.070734,0.100236,0.250400,-0.098055,0.067527,-0.020112,-0.215601,1.044991,-0.014665,-0.013660,0.083885,-0.238366,-0.170185,1.071705,0.198141,-0.261018,1.018276,314
-0.294777,0.056147,0.101863,0.253961,-0.101317,0.055286,-0.020793,-0.216354,1.047610,-0.020408,-0.022585,0.078571,-0.248192,-0.168313,1.075101,0.206607,-0.264395,1.020119,315
-0.307747,0.060506,0.083395,0.258084,-0.097141,0.045276,-0.021620,-0.216965,1.049754,-0.024831,-0.018318,0.064337,-0.258450,-0.166296,1.077881,0.215209,-0.267633,1.021628,316
-0.299276,0.049713,0.108268,0.253063,-0.109219,0.054771,-0.022391,-0.217956,1.052471,-0.023107,-0.029753,0.081518,-0.268426,-0.164639,1.081489,0.223645,-0.271273,1.023453,317
-0.295665,0.040589,0.108830,0.260465,-0.105337,0.062699,-0.022977,-0.219035,1.055330,-0.017600,-0.032373,0.085766,-0.278282,-0.163286,1.085117,0.232327,-0.274785,1.025543,318
-0.285383,0.051823,0.089110,0.254370,-0.099387,0.087326,-0.023494,-0.219828,1.058271,-0.015506,-0.023782,0.088220,-0.287795,-0.161559,1.088087,0.240806,-0.278098,1.028454,319
-0.281905,0.028173,0.072953,0.248740,-0.100749,0.071504,-0.024047,-0.221038,1.060678,-0.016582,-0.036288,0.072227,-0.297191,-0.160620,1.090519,0.249097,-0.281456,1.030838,320
-0.254383,0.020102,0.080069,0.229239,-0.077186,0.058537,-0.024466,-0.221989,1.062989,-0.012572,-0.028542,0.069301,-0.305671,-0.159950,1.093188,0.256739,-0.284029,1.032789,321
-0.223455,0.012519,0.045197,0.204526,-0.068534,0.066108,-0.024782,-0.222923,1.064844,-0.009464,-0.028008,0.055654,-0.313119,-0.159532,1.094695,0.263556,-0.286313,1.034993,322
-0.184750,0.007732,0.057356,0.169055,-0.059211,0.035956,-0.025043,-0.223781,1.066399,-0.007847,-0.025739,0.046656,-0.319278,-0.159275,1.096607,0.269191,-0.288287,1.036191,323
-0.155059,-0.031857,0.026618,0.132464,-0.031929,0.029426,-0.025420,-0.224844,1.067333,-0.011297,-0.031893,0.028024,-0.324446,-0.160337,1.097494,0.273607,-0.289351,1.037172,324
-0.100850,-0.040835,0.021805,0.096343,-0.025415,0.024083,-0.025495,-0.225948,1.068098,-0.002254,-0.033124,0.022942,-0.327808,-0.161698,1.098221,0.276818,-0.290198,1.037975,325
-0.033948,-0.021258,-0.002339,0.042084,-0.017896,0.001670,-0.025359,-0.226601,1.068087,0.004068,-0.019577,-0.000333,-0.328940,-0.162406,1.098143,0.278221,-0.290795,1.038030,326
0.033789,-0.044005,-0.021987,-0.031339,-0.010326,0.001359,-0.025318,-0.227506,1.067743,0.001225,-0.027165,-0.010314,-0.327813,-0.163873,1.097410,0.277177,-0.291139,1.038076,327
0.123401,-0.030366,-0.096892,-0.137333,0.013510,-0.034654,-0.025551,-0.227787,1.065550,-0.006966,-0.008428,-0.065775,-0.323700,-0.164885,1.094180,0.272599,-0.290689,1.036921,328
0.246878,-0.049726,-0.137168,-0.253370,0.072229,-0.063704,-0.025659,-0.227412,1.062202,-0.003246,0.011251,-0.100436,-0.315471,-0.166543,1.089608,0.264153,-0.288281,1.034797,329
0.358240,-0.073281,-0.150225,-0.329996,0.102025,-0.087057,-0.025188,-0.226933,1.058248,0.014122,0.014372,-0.118639,-0.303529,-0.168986,1.084600,0.253153,-0.284880,1.031895,330
0.409628,-0.069127,-0.141746,-0.341093,0.115807,-0.071275,-0.024046,-0.226155,1.054697,0.034267,0.023340,-0.106512,-0.289875,-0.171290,1.079875,0.241784,-0.281020,1.029519,331
0.423544,-0.045383,-0.116065,-0.347237,0.105251,-0.109867,-0.022774,-0.225157,1.050932,0.038154,0.029934,-0.112964,-0.275757,-0.172803,1.076007,0.230209,-0.277512,1.025857,332
0.390832,-0.042403,-0.132215,-0.281653,0.159261,-0.106913,-0.020954,-0.223209,1.046946,0.054589,0.058429,-0.119566,-0.262729,-0.174216,1.071599,0.220821,-0.272203,1.022293,333
0.320123,-0.036056,-0.108236,-0.247578,0.094635,-0.121154,-0.019745,-0.222233,1.043123,0.036273,0.029289,-0.114695,-0.252058,-0.175418,1.067992,0.212568,-0.269048,1.018255,334
0.261865,-0.038063,-0.125327,-0.192945,0.083939,-0.115829,-0.018597,-0.221469,1.039104,0.034460,0.022938,-0.120578,-0.243330,-0.176687,1.063814,0.206136,-0.266250,1.014394,335
0.215546,-0.028709,-0.102618,-0.152724,0.073255,-0.094832,-0.017550,-0.220726,1.035813,0.031411,0.022273,-0.098727,-0.236145,-0.177644,1.060393,0.201046,-0.263809,1.011233,336
0.186582,-0.028343,-0.102181,-0.113440,0.072386,-0.061001,-0.016331,-0.219992,1.033093,0.036571,0.022021,-0.081589,-0.229925,-0.178588,1.056987,0.197264,-0.261396,1.009200,337
0.171653,-0.010910,-0.065489,-0.104880,0.059459,-0.066587,-0.015218,-0.219183,1.030892,0.033387,0.024274,-0.066040,-0.224204,-0.178952,1.054804,0.193768,-0.259414,1.006980,338
0.139403,-0.018473,-0.071794,-0.071204,0.067389,-0.021114,-0.014081,-0.218368,1.029344,0.034100,0.024458,-0.046452,-0.219557,-0.179568,1.052411,0.191395,-0.257168,1.006276,339
0.113894,-0.031864,-0.094793,-0.041998,0.086042,-0.017288,-0.012883,-0.217465,1.027476,0.035948,0.027089,-0.056040,-0.215760,-0.180630,1.049252,0.189995,-0.254299,1.005700,340
0.095548,-0.030777,-0.095440,-0.038341,0.080933,0.019670,-0.011929,-0.216629,1.026213,0.028603,0.025078,-0.037884,-0.212575,-0.181656,1.046070,0.188717,-0.251602,1.006356,341
0.070733,-0.039518,-0.113465,-0.021062,0.094458,0.084997,-0.011101,-0.215713,1.025738,0.024836,0.027470,-0.014234,-0.210218,-0.182973,1.042288,0.188015,-0.248453,1.009189,342
0.060072,-0.023023,-0.127784,-0.024302,0.074961,0.069605,-0.010505,-0.214847,1.024769,0.017885,0.025969,-0.029089,-0.208215,-0.183741,1.038029,0.187205,-0.245954,1.011509,343
0.047815,-0.031272,-0.139081,-0.029909,0.058780,0.127648,-0.010207,-0.214389,1.024578,0.008953,0.013754,-0.005718,-0.206621,-0.184783,1.033393,0.186208,-0.243995,1.015764,344
0.034602,-0.026286,-0.198158,-0.032453,0.031431,0.122445,-0.010171,-0.214303,1.023316,0.001075,0.002572,-0.037855,-0.205468,-0.185659,1.026787,0.185126,-0.242947,1.019845,345
0.033871,-0.034402,-0.178775,-0.019170,0.034022,0.173199,-0.009926,-0.214310,1.023223,0.007351,-0.000190,-0.002789,-0.204339,-0.186806,1.020828,0.184487,-0.241813,1.025619,346
0.034584,-0.043819,-0.211565,-0.026882,0.002956,0.197761,-0.009798,-0.214991,1.022993,0.003851,-0.020432,-0.006902,-0.203186,-0.188267,1.013776,0.183591,-0.241715,1.032211,347
0.047106,-0.022812,-0.189282,-0.039243,0.001681,0.199835,-0.009667,-0.215343,1.023169,0.003932,-0.010565,0.005279,-0.201616,-0.189027,1.007467,0.182283,-0.241659,1.038872,348
0.055311,-0.029918,-0.186789,-0.027482,0.012266,0.221436,-0.009203,-0.215637,1.023747,0.013914,-0.008826,0.017323,-0.199772,-0.190024,1.001240,0.181367,-0.241250,1.046253,349
0.059582,-0.051786,-0.230833,-0.036162,-0.011837,0.220474,-0.008812,-0.216697,1.023574,0.011710,-0.031811,-0.005182,-0.197786,-0.191750,0.993546,0.180161,-0.241644,1.053602,350
0.061121,0.006680,-0.188999,-0.030950,-0.014207,0.220245,-0.008310,-0.216823,1.024095,0.015086,-0.003764,0.015625,-0.195749,-0.191528,0.987246,0.179130,-0.242118,1.060944,351
0.066099,-0.043078,-0.215435,-0.035745,-0.011474,0.220563,-0.007804,-0.217732,1.024180,0.015177,-0.027276,0.002564,-0.193545,-0.192964,0.980065,0.177938,-0.242500,1.068296,352
0.065163,0.000151,-0.206201,-0.024828,0.000158,0.200915,-0.007131,-0.217727,1.024092,0.020167,0.000155,-0.002643,-0.191373,-0.192959,0.973191,0.177111,-0.242495,1.074993,353
0.074680,-0.025711,-0.212910,-0.021956,-0.006950,0.184954,-0.006253,-0.218271,1.023626,0.026362,-0.016331,-0.013980,-0.188884,-0.193816,0.966094,0.176379,-0.242727,1.081158,354
0.069764,-0.028994,-0.203297,-0.009686,-0.012922,0.172065,-0.005251,-0.218970,1.023106,0.030039,-0.020958,-0.015614,-0.186559,-0.194782,0.959318,0.176056,-0.243158,1.086894,355
0.056366,-0.015136,-0.137467,-0.007136,-0.009866,0.140866,-0.004431,-0.219387,1.023162,0.024615,-0.012501,0.001699,-0.184680,-0.195287,0.954736,0.175818,-0.243486,1.091589,356
0.046759,-0.028227,-0.097938,-0.005679,-0.009905,0.094707,-0.003746,-0.220022,1.023108,0.020540,-0.019066,-0.001616,-0.183121,-0.196228,0.951471,0.175629,-0.243817,1.094746,357
0.038889,-0.029524,-0.080189,-0.000338,-0.018351,0.057070,-0.003104,-0.220820,1.022723,0.019276,-0.023937,-0.011559,-0.181825,-0.197212,0.948798,0.175617,-0.244428,1.096648,358
0.032196,-0.036393,-0.036160,0.007023,-0.004303,0.026411,-0.002450,-0.221498,1.022561,0.019610,-0.020348,-0.004874,-0.180752,-0.198425,0.947593,0.175852,-0.244572,1.097529,359
0.011841,-0.038060,0.000207,0.011247,0.013376,-0.018647,-0.002065,-0.221910,1.022253,0.011544,-0.012343,-0.009220,-0.180357,-0.199693,0.947600,0.176226,-0.244126,1.096907,360
-0.001072,-0.044571,0.030336,0.006593,0.005420,-0.035201,-0.001973,-0.222562,1.022172,0.002761,-0.019575,-0.002432,-0.180393,-0.201179,0.948611,0.176446,-0.243945,1.095734,361
-0.015094,-0.053236,0.070764,-0.003207,-0.024269,-0.068253,-0.002278,-0.223854,1.022214,-0.009150,-0.038752,0.001255,-0.180896,-0.202954,0.950970,0.176339,-0.244754,1.093459,362
-0.020534,-0.048730,0.120447,0.009291,0.000874,-0.075417,-0.002466,-0.224652,1.022965,-0.005621,-0.023928,0.022516,-0.181580,-0.204578,0.954984,0.176649,-0.244725,1.090945,363
-0.020534,-0.048730,0.120447,0.009291,0.000874,-0.075417,-0.002466,-0.224652,1.022965,-0.005621,-0.023928,0.022516,-0.181580,-0.204578,0.954984,0.176649,-0.244725,1.090945,364
-0.040281,-0.071484,0.195238,-0.001009,0.002418,-0.119569,-0.003154,-0.225803,1.024226,-0.020645,-0.034533,0.037833,-0.182923,-0.206961,0.961492,0.176615,-0.244644,1.086959,365
-0.038729,-0.090898,0.176307,-0.000880,0.004686,-0.097890,-0.003814,-0.227240,1.025533,-0.019805,-0.043107,0.039207,-0.184214,-0.209991,0.967369,0.176586,-0.244488,1.083696,366
-0.043557,-0.105873,0.194278,-0.026444,-0.031608,-0.136839,-0.004981,-0.229531,1.026490,-0.035001,-0.068741,0.028721,-0.185666,-0.213520,0.973845,0.175705,-0.245542,1.079135,367
-0.034832,-0.097803,0.209967,-0.019465,-0.017042,-0.167624,-0.005886,-0.231445,1.027196,-0.027148,-0.057423,0.021172,-0.186827,-0.216780,0.980844,0.175056,-0.246110,1.073547,368
-0.038969,-0.129293,0.223741,-0.014683,-0.016870,-0.191799,-0.006780,-0.233881,1.027728,-0.026826,-0.073081,0.015968,-0.188126,-0.221090,0.988302,0.174566,-0.246672,1.067154,369
-0.041284,-0.113874,0.236011,-0.013016,-0.022426,-0.228113,-0.007685,-0.236153,1.027860,-0.027150,-0.068150,0.003952,-0.189502,-0.224886,0.996169,0.174132,-0.247420,1.059550,370
-0.042310,-0.112197,0.247069,-0.010781,-0.016377,-0.221661,-0.008570,-0.238296,1.028283,-0.026545,-0.064287,0.012703,-0.190912,-0.228625,1.004405,0.173773,-0.247966,1.052162,371
-0.037650,-0.112121,0.257167,-0.001213,-0.019359,-0.215936,-0.009217,-0.240487,1.028970,-0.019431,-0.065740,0.020617,-0.192167,-0.232363,1.012977,0.173733,-0.248611,1.044964,372
-0.036259,-0.104390,0.266511,0.008866,-0.009132,-0.193863,-0.009674,-0.242379,1.030181,-0.013696,-0.056761,0.036321,-0.193376,-0.235842,1.021861,0.174028,-0.248915,1.038502,373
-0.020022,-0.129061,0.256119,-0.009484,-0.026720,-0.209287,-0.010166,-0.244975,1.030962,-0.014753,-0.077890,0.023417,-0.194043,-0.240144,1.030398,0.173712,-0.249806,1.031525,374
-0.018922,-0.118846,0.267513,-0.012519,-0.027763,-0.204542,-0.010690,-0.247419,1.032011,-0.015720,-0.073304,0.031486,-0.194674,-0.244106,1.039315,0.173295,-0.250731,1.024707,375
-0.008128,-0.102912,0.258211,0.036539,0.069608,-0.200264,-0.010216,-0.247974,1.032977,0.014206,-0.016652,0.028975,-0.194945,-0.247536,1.047922,0.174513,-0.248411,1.018032,376
-0.006601,-0.100048,0.251116,0.038683,0.075134,-0.180216,-0.009681,-0.248389,1.034159,0.016041,-0.012457,0.035448,-0.195165,-0.250871,1.056293,0.175802,-0.245907,1.012025,377
-0.002903,-0.068052,0.245862,0.020788,0.062592,-0.195715,-0.009383,-0.248480,1.034994,0.008942,-0.002730,0.025073,-0.195262,-0.253140,1.064488,0.176495,-0.243820,1.005501,378
0.002280,-0.070403,0.201291,0.024148,0.054531,-0.160242,-0.008943,-0.248745,1.035679,0.013214,-0.007936,0.020524,-0.195186,-0.255486,1.071198,0.177300,-0.242003,1.000160,379
0.004243,-0.059419,0.185133,0.023820,0.044707,-0.147046,-0.008475,-0.248990,1.036313,0.014031,-0.007356,0.019044,-0.195044,-0.257467,1.077369,0.178094,-0.240512,0.995258,380
0.008902,-0.059927,0.151570,0.023727,0.033919,-0.120392,-0.007931,-0.249423,1.036833,0.016314,-0.013004,0.015589,-0.194748,-0.259465,1.082421,0.178885,-0.239382,0.991245,381
0.008846,-0.050355,0.103762,0.027637,0.029233,-0.082718,-0.007323,-0.249775,1.037184,0.018242,-0.010561,0.010521,-0.194453,-0.261143,1.085880,0.179806,-0.238407,0.988488,382
0.005137,-0.047276,0.064770,0.015739,-0.031026,-0.067711,-0.006975,-0.251080,1.037135,0.010438,-0.039151,-0.001470,-0.194281,-0.262719,1.088039,0.180331,-0.239442,0.986231,383
0.003322,-0.037986,0.032963,0.050464,0.003602,-0.039480,-0.006079,-0.251653,1.037026,0.026893,-0.017192,-0.003258,-0.194171,-0.263985,1.089138,0.182013,-0.239321,0.984915,384
0.011788,-0.024282,-0.012732,0.023122,-0.061730,-0.032326,-0.005497,-0.253087,1.036275,0.017455,-0.043006,-0.022531,-0.193778,-0.264795,1.088713,0.182784,-0.241379,0.983837,385
0.014255,-0.016892,-0.030073,0.061019,-0.037059,-0.010411,-0.004242,-0.253986,1.035600,0.037637,-0.026975,-0.020242,-0.193303,-0.265358,1.087711,0.184818,-0.242614,0.983490,386
0.012989,-0.009146,-0.044167,0.065043,-0.029959,0.023882,-0.002942,-0.254638,1.035262,0.039016,-0.019553,-0.010142,-0.192870,-0.265663,1.086239,0.186986,-0.243613,0.984286,387
0.017159,0.000050,-0.074826,0.078979,-0.015210,0.068890,-0.001340,-0.254891,1.035163,0.048069,-0.007580,-0.002968,-0.192298,-0.265661,1.083744,0.189618,-0.244120,0.986582,388
0.015876,-0.005490,-0.080402,0.082198,-0.017872,0.089815,0.000295,-0.255280,1.035320,0.049037,-0.011682,0.004706,-0.191768,-0.265844,1.081064,0.192358,-0.244716,0.989576,389
0.013995,0.010644,-0.103762,0.076894,-0.038512,0.107342,0.001810,-0.255744,1.035380,0.045444,-0.013934,0.001792,-0.191302,-0.265489,1.077606,0.194921,-0.246000,0.993154,390
0.008485,0.033951,-0.122362,0.082635,-0.033897,0.122116,0.003328,-0.255743,1.035376,0.045560,0.000027,-0.000125,-0.191019,-0.264357,1.073527,0.197676,-0.247129,0.997225,391
0.009144,0.019343,-0.118729,0.082269,-0.040656,0.117279,0.004852,-0.256099,1.035352,0.045706,-0.010656,-0.000722,-0.190714,-0.263713,1.069569,0.200418,-0.248485,1.001134,392
0.008426,0.020733,-0.115610,0.087119,-0.019554,0.113407,0.006444,-0.256079,1.035315,0.047773,0.000590,-0.001101,-0.190433,-0.263022,1.065716,0.203322,-0.249136,1.004914,393
0.014476,0.015804,-0.131131,0.082767,-0.034369,0.110328,0.008065,-0.256388,1.034968,0.048622,-0.009282,-0.010403,-0.189951,-0.262495,1.061345,0.206081,-0.250282,1.008592,394
0.007761,0.017363,-0.107374,0.096170,-0.008646,0.090344,0.009797,-0.256243,1.034684,0.051966,0.004358,-0.008515,-0.189692,-0.261916,1.057765,0.209287,-0.250570,1.011603,395
0.012546,0.020860,-0.087891,0.101586,0.007251,0.073972,0.011699,-0.255775,1.034452,0.057066,0.014057,-0.006959,-0.189274,-0.261221,1.054836,0.212673,-0.250329,1.014069,396
0.011828,0.028566,-0.053791,0.093273,0.006000,0.078163,0.013451,-0.255199,1.034859,0.052551,0.017282,0.012188,-0.188880,-0.260268,1.053043,0.215782,-0.250129,1.016675,397
0.005675,0.016294,-0.025738,0.086072,0.018060,0.063994,0.014980,-0.254626,1.035496,0.045874,0.017177,0.019126,-0.188691,-0.259725,1.052185,0.218651,-0.249527,1.018808,398
0.005203,0.012961,-0.021071,0.083389,0.011905,0.052403,0.016457,-0.254212,1.036018,0.044296,0.012433,0.015664,-0.188517,-0.259293,1.051482,0.221431,-0.249130,1.020555,399
-0.007945,-0.003855,0.001159,0.081154,-0.013776,0.042894,0.017677,-0.254505,1.036753,0.036605,-0.008816,0.022030,-0.188782,-0.259422,1.051521,0.224136,-0.249589,1.021984,400
-0.025965,-0.022301,0.000941,0.092910,-0.004379,0.035119,0.018793,-0.254950,1.037354,0.033473,-0.013340,0.018028,-0.189647,-0.260165,1.051552,0.227233,-0.249735,1.023155,401
-0.055237,-0.022710,0.000780,0.107433,-0.011512,0.046481,0.019663,-0.255520,1.038141,0.026098,-0.017111,0.023628,-0.191489,-0.260922,1.051578,0.230814,-0.250119,1.024704,402
-0.068997,-0.040248,0.019176,0.124442,-0.012816,0.038048,0.020587,-0.256405,1.039095,0.027723,-0.026532,0.028614,-0.193789,-0.262264,1.052217,0.234962,-0.250546,1.025973,403
-0.104280,-0.035313,0.034336,0.144126,-0.018006,0.066937,0.021251,-0.257293,1.040783,0.019923,-0.026659,0.050637,-0.197265,-0.263441,1.053362,0.239766,-0.251146,1.028204,404
-0.114102,-0.052004,0.046896,0.158604,0.000222,0.072867,0.021993,-0.258157,1.042779,0.022251,-0.025891,0.059881,-0.201068,-0.265174,1.054925,0.245053,-0.251139,1.030633,405
-0.134389,-0.030768,0.076318,0.173796,0.000353,0.077827,0.022649,-0.258663,1.045348,0.019704,-0.015207,0.077072,-0.205548,-0.266200,1.057469,0.250846,-0.251127,1.033227,406
-0.134449,-0.041175,0.062478,0.169852,-0.003223,0.082018,0.023239,-0.259403,1.047756,0.017701,-0.022200,0.072248,-0.210029,-0.267572,1.059552,0.256508,-0.251234,1.035961,407
-0.121365,-0.024104,0.089568,0.160027,0.003729,0.085570,0.023884,-0.259743,1.050675,0.019331,-0.010187,0.087569,-0.214075,-0.268376,1.062537,0.261842,-0.251110,1.038813,408
-0.110743,-0.019257,0.073332,0.137790,-0.001380,0.070045,0.024335,-0.260087,1.053065,0.013524,-0.010319,0.071687,-0.217766,-0.269018,1.064982,0.266435,-0.251156,1.041148,409
-0.087556,-0.018134,0.079440,0.103160,0.005262,0.057356,0.024595,-0.260301,1.055345,0.007802,-0.006436,0.068400,-0.220685,-0.269622,1.067630,0.269874,-0.250981,1.043060,410
-0.051342,-0.009242,0.045648,0.055659,0.026952,0.046957,0.024667,-0.260006,1.056888,0.002159,0.008855,0.046302,-0.222396,-0.269930,1.069151,0.271729,-0.250082,1.044625,411
-0.018211,0.001737,0.037379,-0.011947,0.036474,0.038438,0.024164,-0.259369,1.058152,-0.015079,0.019106,0.037909,-0.223003,-0.269872,1.070397,0.271331,-0.248866,1.045906,412
0.048407,0.024980,0.011315,-0.077097,0.018694,0.013068,0.023686,-0.258642,1.058558,-0.014345,0.021837,0.012192,-0.221390,-0.269040,1.070774,0.268761,-0.248243,1.046342,413
0.118412,0.036398,-0.009878,-0.161726,0.059780,0.010700,0.022964,-0.257039,1.058572,-0.021657,0.048089,0.000411,-0.217442,-0.267827,1.070445,0.263370,-0.246251,1.046699,414
0.190750,0.053634,-0.046002,-0.256884,0.072757,-0.063722,0.021862,-0.254932,1.056743,-0.033067,0.063196,-0.054864,-0.211084,-0.266039,1.068912,0.254807,-0.243825,1.044575,415
0.244614,0.067386,-0.056437,-0.320240,0.101474,-0.087723,0.020601,-0.252118,1.054341,-0.037813,0.084431,-0.072076,-0.202930,-0.263793,1.067031,0.244133,-0.240443,1.041651,416
0.269998,0.077877,-0.046223,-0.355548,0.091141,-0.106938,0.019175,-0.249301,1.051788,-0.042775,0.084508,-0.076582,-0.193930,-0.261197,1.065490,0.232281,-0.237405,1.038086,417
