"","lookback","still_thresh","zfv","zrv","yfv","yrv","zfc","zrc","yfc","yrc","sf","h2s","control_region_taps","canon_taps_found","frac_taps_found","total_taps_found","canon_taps"
"1",12,0.05,-0.1,0,0,0.03,1,3,2,4,1,0.0015,0,44,0.862745098039216,47,51
