h1x_velocity,h1y_velocity,h1z_velocity,h2x_velocity,h2y_velocity,h2z_velocity,center_x,center_y,center_z,center_x_velocity,center_y_velocity,center_z_velocity,h1x_position,h1y_position,h1z_position,h2x_position,h2y_position,h2z_position,hand1_to_center,hand2_to_center,time
0.000001,0.000000,-0.000005,-0.000002,0.000001,-0.000007,0.057556,-0.217154,0.998673,-2.703372,-0.185834,-0.206716,-0.122669,-0.229543,0.984893,0.237781,-0.204765,1.012454,-0.000001,-0.000001,0
0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.057556,-0.217154,0.998673,0.000000,0.000000,0.000000,-0.122669,-0.229543,0.984893,0.237781,-0.204765,1.012454,-0.000000,-0.000000,1
0.002209,-0.004274,0.000000,-0.001543,0.006246,0.000000,0.057567,-0.217121,0.998673,0.000333,0.000986,0.000000,-0.122595,-0.229686,0.984893,0.237729,-0.204557,1.012454,-0.001901,-0.001901,2
-0.003209,-0.007352,0.016247,-0.017682,-0.000654,0.000000,0.057219,-0.217255,0.998944,-0.010446,-0.004003,0.008122,-0.122702,-0.229931,0.985434,0.237140,-0.204579,1.012454,0.002493,0.002493,3
0.002860,-0.006254,0.013306,-0.014952,0.009565,-0.017066,0.057017,-0.217200,0.998881,-0.006046,0.001655,-0.001879,-0.122607,-0.230139,0.985878,0.236641,-0.204260,1.011885,-0.003355,-0.003355,4
0.003083,-0.003300,0.010892,-0.016188,0.001479,-0.013976,0.056799,-0.217230,0.998830,-0.006552,-0.000911,-0.001543,-0.122504,-0.230249,0.986241,0.236102,-0.204211,1.011419,-0.003590,-0.003590,5
0.003624,-0.004096,0.008917,-0.015371,-0.006212,-0.011437,0.056603,-0.217402,0.998788,-0.005873,-0.005154,-0.001259,-0.122383,-0.230386,0.986538,0.235589,-0.204418,1.011038,-0.003918,-0.003918,6
-0.001709,-0.004013,0.007301,-0.011787,0.001266,-0.009366,0.056378,-0.217448,0.998754,-0.006748,-0.001373,-0.001034,-0.122440,-0.230520,0.986781,0.235196,-0.204376,1.010726,0.001506,0.001506,7
0.003655,-0.001220,0.005978,-0.009381,0.000390,-0.007671,0.056283,-0.217461,0.998725,-0.002863,-0.000415,-0.000846,-0.122318,-0.230560,0.986981,0.234884,-0.204363,1.010470,-0.003940,-0.003940,8
0.002797,0.000532,0.004892,-0.006543,0.006832,-0.006276,0.056220,-0.217339,0.998702,-0.001873,0.003682,-0.000692,-0.122225,-0.230543,0.987144,0.234666,-0.204135,1.010261,-0.003138,-0.003138,9
-0.001338,0.006461,0.004007,-0.008180,0.004034,-0.005139,0.056062,-0.217164,0.998683,-0.004759,0.005248,-0.000565,-0.122270,-0.230327,0.987277,0.234393,-0.204000,1.010090,0.000602,0.000602,10
0.002499,0.007672,-0.012968,-0.002689,0.005099,-0.004209,0.056058,-0.216951,0.998397,-0.000095,0.006385,-0.008590,-0.122186,-0.230072,0.986845,0.234303,-0.203830,1.009949,-0.002213,-0.002213,11
0.005272,-0.002226,-0.010616,-0.001845,0.010480,-0.003448,0.056116,-0.216813,0.998163,0.001713,0.004127,-0.007031,-0.122011,-0.230146,0.986491,0.234242,-0.203481,1.009834,-0.004388,-0.004388,12
-0.000253,0.003023,0.007553,-0.009339,0.006916,-0.002822,0.055956,-0.216648,0.998242,-0.004796,0.004970,0.002366,-0.122019,-0.230045,0.986743,0.233931,-0.203251,1.009740,-0.000460,-0.000460,13
0.000385,0.001933,0.006187,-0.005972,0.009587,-0.002307,0.055863,-0.216456,0.998306,-0.002793,0.005760,0.001940,-0.122006,-0.229981,0.986949,0.233732,-0.202931,1.009663,-0.000923,-0.000923,14
0.000082,0.007866,-0.011181,-0.003661,-0.001001,-0.001888,0.055803,-0.216341,0.998088,-0.001789,0.003432,-0.006534,-0.122004,-0.229718,0.986576,0.233609,-0.202964,1.009600,0.000050,0.000050,15
-0.004467,0.004400,0.007090,-0.002865,0.005580,-0.001549,0.055681,-0.216175,0.998181,-0.003666,0.004990,0.002770,-0.122152,-0.229572,0.986813,0.233514,-0.202778,1.009549,0.003664,0.003664,16
-0.006832,0.012154,-0.010443,-0.000316,0.004706,-0.001270,0.055562,-0.215894,0.997986,-0.003574,0.008431,-0.005856,-0.122380,-0.229167,0.986465,0.233503,-0.202621,1.009506,0.006570,0.006570,17
-0.003737,-0.002009,-0.008547,0.002333,0.002159,-0.001037,0.055538,-0.215892,0.997826,-0.000702,0.000075,-0.004792,-0.122505,-0.229233,0.986180,0.233581,-0.202550,1.009472,0.004424,0.004424,18
-0.005705,0.006113,-0.006999,0.000566,0.005101,-0.000848,0.055453,-0.215705,0.997695,-0.002569,0.005607,-0.003923,-0.122695,-0.229030,0.985947,0.233600,-0.202379,1.009444,0.005681,0.005681,19
-0.004802,-0.002626,-0.005729,0.001477,0.004590,-0.000694,0.055397,-0.215672,0.997588,-0.001663,0.000982,-0.003211,-0.122855,-0.229117,0.985756,0.233649,-0.202226,1.009421,0.005354,0.005354,20
-0.004405,-0.003161,-0.004689,0.005968,0.004330,-0.000569,0.055423,-0.215652,0.997500,0.000782,0.000584,-0.002629,-0.123002,-0.229223,0.985599,0.233848,-0.202082,1.009402,0.004933,0.004933,21
-0.009138,0.014683,-0.003843,0.004880,0.007494,-0.000468,0.055352,-0.215283,0.997429,-0.002129,0.011089,-0.002156,-0.123306,-0.228733,0.985471,0.234011,-0.201832,1.009386,0.008248,0.008248,22
-0.020682,0.007706,-0.003147,0.017271,0.002325,-0.000379,0.055295,-0.215116,0.997370,-0.001705,0.005015,-0.001763,-0.123996,-0.228476,0.985366,0.234587,-0.201755,1.009373,0.020217,0.020217,23
-0.026329,-0.005936,-0.002575,0.030371,-0.012716,0.016755,0.055363,-0.215426,0.997606,0.002021,-0.009326,0.007092,-0.124873,-0.228674,0.985280,0.235599,-0.202179,1.009932,0.026807,0.026807,24
-0.049287,0.009783,0.014144,0.047902,-0.012850,0.013715,0.055340,-0.215478,0.998070,-0.000693,-0.001533,0.013930,-0.126516,-0.228348,0.985752,0.237196,-0.202607,1.010389,0.047410,0.047410,25
-0.079236,0.012055,0.011578,0.068897,-0.015976,0.028403,0.055167,-0.215543,0.998737,-0.005170,-0.001960,0.019990,-0.129158,-0.227946,0.986138,0.239492,-0.203140,1.011336,0.077279,0.077279,26
-0.093476,0.034871,0.042272,0.090582,-0.010317,0.040534,0.055119,-0.215134,1.000117,-0.001447,0.012276,0.041401,-0.132273,-0.226784,0.987547,0.242512,-0.203483,1.012687,0.088105,0.088105,27
-0.107484,0.004954,0.034613,0.100711,-0.022368,0.050579,0.055006,-0.215424,1.001537,-0.003387,-0.008707,0.042597,-0.135856,-0.226619,0.988701,0.245869,-0.204229,1.014373,0.104451,0.104451,28
-0.122792,0.016334,0.044882,0.112383,-0.023873,0.058908,0.054833,-0.215550,1.003267,-0.005205,-0.003769,0.051895,-0.139949,-0.226074,0.990197,0.249615,-0.205025,1.016336,0.118459,0.118459,29
-0.125863,-0.007850,0.020202,0.115504,-0.035373,0.065836,0.054660,-0.216270,1.004701,-0.005179,-0.021612,0.043019,-0.144145,-0.226336,0.990870,0.253465,-0.206204,1.018531,0.124395,0.124395,30
-0.129280,-0.033559,0.016540,0.118983,-0.027817,0.089457,0.054488,-0.217293,1.006467,-0.005149,-0.030688,0.053000,-0.148454,-0.227455,0.991422,0.257431,-0.207131,1.021513,0.129218,0.129218,31
-0.139573,-0.027355,0.030087,0.111470,-0.029025,0.073239,0.054020,-0.218233,1.008189,-0.014052,-0.028190,0.051663,-0.153107,-0.228366,0.992424,0.261147,-0.208099,1.023954,0.138058,0.138058,32
-0.142727,-0.035014,0.024633,0.111967,-0.019472,0.077913,0.053507,-0.219141,1.009898,-0.015380,-0.027244,0.051273,-0.157864,-0.229534,0.993246,0.264879,-0.208748,1.026551,0.141897,0.141897,33
-0.153757,-0.042963,0.020168,0.113574,-0.021582,0.081847,0.052838,-0.220216,1.011599,-0.020092,-0.032272,0.051005,-0.162989,-0.230966,0.993918,0.268665,-0.209467,1.029279,0.153541,0.153541,34
-0.165281,-0.048406,0.016512,0.118774,-0.004156,0.103483,0.052063,-0.221092,1.013599,-0.023253,-0.026281,0.059999,-0.168499,-0.232579,0.994468,0.272624,-0.209606,1.032729,0.165525,0.165525,35
-0.161780,-0.056422,0.013515,0.125104,-0.000314,0.103140,0.051451,-0.222038,1.015543,-0.018338,-0.028368,0.058326,-0.173891,-0.234460,0.994919,0.276794,-0.209616,1.036167,0.162727,0.162727,36
-0.156849,-0.057322,0.027722,0.128779,-0.011720,0.102983,0.050984,-0.223189,1.017721,-0.014035,-0.034521,0.065353,-0.179120,-0.236371,0.995843,0.281087,-0.210007,1.039600,0.156536,0.156536,37
-0.174408,-0.065485,0.056307,0.163568,0.014556,0.102957,0.050803,-0.224038,1.020376,-0.005420,-0.025464,0.079633,-0.184933,-0.238554,0.997720,0.286539,-0.209522,1.043032,0.171913,0.171913,38
-0.140829,-0.074057,0.029240,0.150221,0.011032,0.103072,0.050959,-0.225088,1.022581,0.004696,-0.031512,0.066158,-0.189628,-0.241022,0.998694,0.291546,-0.209154,1.046467,0.141824,0.141824,39
-0.098986,-0.048741,0.023941,0.101117,0.010218,0.065610,0.050995,-0.225730,1.024073,0.001066,-0.019261,0.044775,-0.192927,-0.242647,0.999492,0.294917,-0.208813,1.048654,0.099214,0.099214,40
-0.061649,-0.013489,0.002852,0.061138,-0.006544,0.053723,0.050986,-0.226064,1.025016,-0.000255,-0.010017,0.028288,-0.194982,-0.243096,0.999587,0.296955,-0.209031,1.050445,0.061812,0.061812,41
-0.024211,0.000498,0.002332,0.017102,-0.012158,0.025331,0.050868,-0.226258,1.025477,-0.003555,-0.005830,0.013829,-0.195789,-0.243080,0.999665,0.297525,-0.209437,1.051289,0.023749,0.023749,42
0.023557,0.007597,-0.014741,-0.025268,0.005352,0.020735,0.050839,-0.226042,1.025577,-0.000856,0.006474,0.002997,-0.195004,-0.242827,0.999174,0.296683,-0.209258,1.051981,-0.022312,-0.022312,43
0.084019,0.018788,0.004581,-0.072117,0.006268,-0.001556,0.051038,-0.225625,1.025628,0.005951,0.012529,0.001513,-0.192203,-0.242200,0.999326,0.294279,-0.209049,1.051929,-0.085103,-0.085103,44
0.121631,0.046181,0.003753,-0.105490,-0.002175,-0.037977,0.051307,-0.224891,1.025057,0.008070,0.022003,-0.017112,-0.188149,-0.240661,0.999452,0.290762,-0.209122,1.050663,-0.124098,-0.124098,45
0.168203,0.033386,0.003072,-0.154926,0.003885,-0.049270,0.051528,-0.224270,1.024287,0.006638,0.018635,-0.023099,-0.182542,-0.239548,0.999554,0.285598,-0.208992,1.049021,-0.169405,-0.169405,46
0.216549,0.026442,-0.014135,-0.187257,0.002354,-0.076346,0.052016,-0.223790,1.022779,0.014646,0.014398,-0.045240,-0.175324,-0.238667,0.999083,0.279356,-0.208914,1.046476,-0.215182,-0.215182,47
0.249538,0.027046,-0.011564,-0.238441,0.015186,-0.062517,0.052201,-0.223086,1.021545,0.005548,0.021116,-0.037040,-0.167006,-0.237765,0.998697,0.271408,-0.208408,1.044392,-0.248246,-0.248246,48
0.284116,0.039959,-0.026019,-0.269654,0.008927,-0.069015,0.052442,-0.222272,1.019961,0.007231,0.024443,-0.047518,-0.157535,-0.236433,0.997830,0.262420,-0.208110,1.042091,-0.281870,-0.281870,49
0.310826,0.058189,-0.004769,-0.294072,0.027138,-0.074219,0.052721,-0.220850,1.018644,0.008377,0.042663,-0.039493,-0.147175,-0.234494,0.997671,0.252617,-0.207206,1.039617,-0.311864,-0.311864,50
0.327093,0.071052,-0.003898,-0.329306,0.030294,-0.095876,0.052685,-0.219160,1.016981,-0.001106,0.050673,-0.049889,-0.136271,-0.232125,0.997541,0.241640,-0.206196,1.036421,-0.329061,-0.329061,51
0.302945,0.106208,-0.003186,-0.350590,0.024702,-0.078489,0.051890,-0.216979,1.015620,-0.023822,0.065455,-0.040838,-0.126173,-0.228585,0.997435,0.229954,-0.205372,1.033805,-0.307295,-0.307295,52
0.295474,0.115873,0.014033,-0.355439,0.045906,-0.081664,0.050891,-0.214282,1.014493,-0.029983,0.080890,-0.033814,-0.116324,-0.224722,0.997903,0.218106,-0.203842,1.031083,-0.302032,-0.302032,53
0.274515,0.097146,0.011494,-0.346940,0.042879,-0.101305,0.049684,-0.211949,1.012996,-0.036212,0.070012,-0.044907,-0.107174,-0.221484,0.998286,0.206541,-0.202413,1.027706,-0.279757,-0.279757,54
0.266332,0.092757,0.009407,-0.333988,0.042119,-0.082937,0.048556,-0.209701,1.011770,-0.033828,0.067438,-0.036764,-0.098296,-0.218392,0.998599,0.195409,-0.201009,1.024942,-0.271105,-0.271105,55
0.210376,0.101883,-0.008944,-0.318452,0.046739,-0.067917,0.046755,-0.207224,1.010489,-0.054038,0.074311,-0.038431,-0.091283,-0.214996,0.998301,0.184793,-0.199451,1.022678,-0.214152,-0.214152,56
0.184933,0.070771,0.009327,-0.282849,0.048686,-0.055604,0.045123,-0.205233,1.009718,-0.048958,0.059728,-0.023139,-0.085119,-0.212637,0.998612,0.175365,-0.197828,1.020824,-0.188763,-0.188763,57
0.149104,0.060119,-0.009016,-0.257821,0.040454,-0.028338,0.043311,-0.203556,1.009096,-0.054358,0.050287,-0.018675,-0.080149,-0.210633,0.998312,0.166771,-0.196480,1.019880,-0.150941,-0.150941,58
0.120198,0.046920,-0.023929,-0.216231,0.039545,-0.023210,0.041711,-0.202115,1.008310,-0.048016,0.043232,-0.023571,-0.076142,-0.209069,0.997514,0.159563,-0.195161,1.019106,-0.120064,-0.120064,59
0.089215,0.045011,-0.003036,-0.174353,0.030093,-0.019004,0.040292,-0.200864,1.007943,-0.042569,0.037553,-0.011019,-0.073168,-0.207569,0.997413,0.153752,-0.194158,1.018472,-0.091043,-0.091043,60
0.075957,0.039057,0.014160,-0.136802,0.015240,-0.032727,0.039278,-0.199959,1.007633,-0.030423,0.027148,-0.009284,-0.070636,-0.206267,0.997885,0.149192,-0.193650,1.017382,-0.079015,-0.079015,61
0.047079,0.027809,0.011591,-0.093864,0.016452,-0.026793,0.038498,-0.199221,1.007380,-0.023393,0.022130,-0.007603,-0.069067,-0.205340,0.998271,0.146063,-0.193102,1.016488,-0.049386,-0.049386,62
0.040379,0.013682,0.026245,-0.058926,0.013912,-0.039006,0.038189,-0.198761,1.007167,-0.009274,0.013797,-0.006380,-0.067721,-0.204884,0.999146,0.144099,-0.192638,1.015188,-0.042963,-0.042963,63
-0.001828,0.018825,-0.011914,-0.035344,0.008930,0.002300,0.037569,-0.198298,1.007007,-0.018586,0.013877,-0.004807,-0.067782,-0.204256,0.998749,0.142921,-0.192341,1.015265,0.001690,0.001690,64
-0.008623,0.006204,0.006895,-0.002932,0.013569,0.001888,0.037377,-0.197969,1.007153,-0.005777,0.009887,0.004392,-0.068070,-0.204050,0.998979,0.142823,-0.191888,1.015328,0.007695,0.007695,65
-0.031885,-0.002522,-0.011008,0.032228,-0.006751,-0.015632,0.037382,-0.198123,1.006709,0.000171,-0.004636,-0.013322,-0.069132,-0.204134,0.998612,0.143897,-0.192113,1.014807,0.032718,0.032718,66
-0.068072,0.014970,0.007639,0.059377,0.002667,0.004381,0.037237,-0.197829,1.006910,-0.004347,0.008818,0.006012,-0.071401,-0.203635,0.998866,0.145876,-0.192024,1.014953,0.066430,0.066430,67
-0.076613,-0.012813,0.006255,0.094000,0.001029,0.003591,0.037527,-0.198026,1.007074,0.008694,-0.005892,0.004921,-0.073955,-0.204062,0.999075,0.149010,-0.191990,1.015072,0.076549,0.076549,68
-0.102464,-0.018730,-0.011526,0.117654,-0.008795,0.020213,0.037780,-0.198485,1.007218,0.007595,-0.013762,0.004345,-0.077371,-0.204686,0.998691,0.152931,-0.192283,1.015746,0.103892,0.103892,69
-0.128404,-0.018354,0.007212,0.138909,-0.013400,0.033939,0.037955,-0.199014,1.007904,0.005252,-0.015877,0.020574,-0.081651,-0.205298,0.998931,0.157562,-0.192730,1.016878,0.128291,0.128291,70
-0.147467,-0.037564,-0.010756,0.162950,-0.004592,0.010389,0.038214,-0.199716,1.007898,0.007742,-0.021078,-0.000182,-0.086566,-0.206550,0.998573,0.162993,-0.192883,1.017224,0.149686,0.149686,71
-0.165817,-0.043168,-0.008801,0.175420,-0.007378,0.025907,0.038374,-0.200559,1.008183,0.004802,-0.025273,0.008551,-0.092094,-0.207989,0.998279,0.168841,-0.193129,1.018087,0.168188,0.168188,72
-0.202502,-0.012381,0.009454,0.191243,-0.022988,0.038706,0.038186,-0.201148,1.008986,-0.005630,-0.017685,0.024083,-0.098844,-0.208402,0.998594,0.175216,-0.193895,1.019378,0.201580,0.201580,73
-0.198335,-0.046501,0.007728,0.190097,-0.014028,0.067030,0.038049,-0.202157,1.010232,-0.004119,-0.030264,0.037379,-0.105455,-0.209952,0.998852,0.181552,-0.194363,1.021612,0.199329,0.199329,74
-0.200761,-0.071864,0.023085,0.204334,-0.005562,0.054860,0.038108,-0.203448,1.011531,0.001787,-0.038712,0.038971,-0.112147,-0.212347,0.999621,0.188363,-0.194548,1.023441,0.202200,0.202200,75
-0.212709,-0.043237,0.086961,0.203387,-0.008032,0.062749,0.037953,-0.204302,1.014026,-0.004661,-0.025635,0.074855,-0.119237,-0.213788,1.002520,0.195143,-0.194816,1.025532,0.208019,0.208019,76
-0.245242,-0.011244,0.054027,0.201065,-0.022538,0.033549,0.037217,-0.204865,1.015486,-0.022089,-0.016891,0.043788,-0.127412,-0.214163,1.004321,0.201845,-0.195567,1.026651,0.241275,0.241275,77
-0.244365,-0.013938,0.044231,0.198285,-0.019624,0.045311,0.036449,-0.205425,1.016978,-0.023040,-0.016781,0.044771,-0.135557,-0.214628,1.005795,0.208454,-0.196221,1.028161,0.241381,0.241381,78
-0.244368,-0.027793,0.053376,0.192790,-0.006939,0.037086,0.035589,-0.206003,1.018486,-0.025789,-0.017366,0.045229,-0.143703,-0.215554,1.007575,0.214881,-0.196453,1.029397,0.241810,0.241810,79
-0.242383,-0.032630,0.043720,0.176875,-0.025528,0.030352,0.034497,-0.206973,1.019720,-0.032754,-0.029080,0.037036,-0.151782,-0.216642,1.009032,0.220777,-0.197304,1.030409,0.240848,0.240848,80
-0.238684,-0.030631,0.018600,0.163119,-0.015397,0.024873,0.033238,-0.207740,1.020445,-0.037782,-0.023014,0.021737,-0.159739,-0.217663,1.009652,0.226214,-0.197817,1.031238,0.238532,0.238532,81
-0.229600,-0.061247,-0.001820,0.145727,-0.039176,0.020356,0.031840,-0.209414,1.020754,-0.041937,-0.050211,0.009270,-0.167392,-0.219704,1.009591,0.231071,-0.199123,1.031916,0.232193,0.232193,82
-0.213359,-0.067362,-0.001498,0.126307,-0.042981,0.016658,0.030389,-0.211253,1.021007,-0.043526,-0.055172,0.007582,-0.174504,-0.221950,1.009541,0.235282,-0.200555,1.032472,0.216327,0.216327,83
-0.194107,-0.063661,-0.001220,0.102065,-0.039812,0.013647,0.028855,-0.212977,1.021214,-0.046021,-0.051736,0.006212,-0.180974,-0.224072,1.009501,0.238684,-0.201882,1.032927,0.196960,0.196960,84
-0.168746,-0.051699,-0.001001,0.086267,-0.049909,0.011172,0.027480,-0.214671,1.021383,-0.041240,-0.050804,0.005085,-0.186599,-0.225795,1.009467,0.241559,-0.203546,1.033299,0.170993,0.170993,85
-0.144321,-0.074011,-0.000815,0.062751,-0.049523,-0.008690,0.026121,-0.216730,1.021225,-0.040785,-0.061768,-0.004753,-0.191410,-0.228262,1.009440,0.243651,-0.205197,1.033009,0.147865,0.147865,86
-0.119314,-0.076720,-0.000687,0.042582,-0.034686,-0.024837,0.024842,-0.218586,1.020799,-0.038366,-0.055703,-0.012760,-0.195387,-0.230820,1.009417,0.245071,-0.206353,1.032182,0.123257,0.123257,87
-0.098113,-0.077377,-0.000558,0.025805,-0.024899,-0.037944,0.023637,-0.220291,1.020158,-0.036154,-0.051138,-0.019255,-0.198657,-0.233399,1.009399,0.245931,-0.207183,1.030917,0.102406,0.102406,88
-0.072655,-0.058458,-0.017402,0.004377,-0.016910,-0.048555,0.022499,-0.221547,1.019058,-0.034139,-0.037684,-0.032977,-0.201079,-0.235347,1.008819,0.246077,-0.207747,1.029298,0.076834,0.076834,89
-0.053978,-0.061922,-0.014262,-0.004593,-0.004843,-0.074430,0.021523,-0.222660,1.017580,-0.029285,-0.033382,-0.044346,-0.202878,-0.237412,1.008343,0.245923,-0.207908,1.026817,0.058460,0.058460,90
-0.053978,-0.061922,-0.014262,-0.004593,-0.004843,-0.074430,0.021523,-0.222660,1.017580,-0.029285,-0.033382,-0.044346,-0.202878,-0.237412,1.008343,0.245923,-0.207908,1.026817,0.058460,0.058460,91
-0.031913,-0.065278,-0.045283,-0.016423,0.016815,-0.112141,0.020717,-0.223468,1.014956,-0.024168,-0.024232,-0.078710,-0.203942,-0.239587,1.006834,0.245376,-0.207348,1.023079,0.038112,0.038112,92
-0.018980,-0.043648,-0.070270,-0.020243,0.019335,-0.108662,0.020063,-0.223873,1.011974,-0.019611,-0.012157,-0.089468,-0.204575,-0.241042,1.004491,0.244701,-0.206703,1.019457,0.024571,0.024571,93
-0.008785,-0.037895,-0.057535,-0.020235,0.020090,-0.122373,0.019580,-0.224170,1.008976,-0.014510,-0.008903,-0.089954,-0.204868,-0.242306,1.002573,0.244027,-0.206033,1.015378,0.013439,0.013439,94
-0.003152,-0.006621,-0.063558,-0.029243,0.016614,-0.133184,0.019040,-0.224003,1.005697,-0.016197,0.004997,-0.098369,-0.204973,-0.242526,1.000455,0.243052,-0.205480,1.010939,0.005167,0.005167,95
-0.002895,0.017877,-0.068364,-0.031186,0.008320,-0.141646,0.018472,-0.223566,1.002197,-0.017041,0.013098,-0.105007,-0.205069,-0.241930,0.998176,0.242012,-0.205202,1.006217,0.002647,0.002647,96
0.003478,0.020752,-0.072250,-0.037390,0.010118,-0.132122,0.017906,-0.223052,0.998790,-0.016956,0.015435,-0.102185,-0.204953,-0.241239,0.995768,0.240766,-0.204865,1.001813,-0.004178,-0.004178,97
0.009646,0.028606,-0.075282,-0.048687,0.001537,-0.124217,0.017256,-0.222549,0.995465,-0.019521,0.015072,-0.099750,-0.204632,-0.240285,0.993258,0.239143,-0.204814,0.997672,-0.011147,-0.011147,98
0.016714,0.021154,-0.061641,-0.049041,0.003482,-0.117661,0.016717,-0.222139,0.992477,-0.016164,0.012318,-0.089652,-0.204075,-0.239580,0.991204,0.237509,-0.204698,0.993750,-0.017973,-0.017973,99
0.021845,0.022621,-0.066522,-0.051377,0.003588,-0.096331,0.016225,-0.221702,0.989763,-0.014766,0.013105,-0.081427,-0.203346,-0.238826,0.988986,0.235796,-0.204578,0.990539,-0.023303,-0.023303,100
0.034605,0.002268,-0.086296,-0.068834,-0.002121,-0.094730,0.015654,-0.221700,0.986746,-0.017115,0.000073,-0.090512,-0.202193,-0.238750,0.986110,0.233501,-0.204649,0.987382,-0.034425,-0.034425,101
0.028059,0.039234,-0.070637,-0.085259,-0.021494,-0.093336,0.014701,-0.221404,0.984013,-0.028600,0.008870,-0.081986,-0.201258,-0.237443,0.983755,0.230659,-0.205365,0.984270,-0.030803,-0.030803,102
0.046852,0.026552,-0.057843,-0.097357,-0.027297,-0.076402,0.013859,-0.221416,0.981775,-0.025253,-0.000373,-0.067123,-0.199696,-0.236557,0.981827,0.227414,-0.206275,0.981724,-0.048626,-0.048626,103
0.064878,0.027487,-0.047348,-0.110868,-0.015651,-0.078233,0.013093,-0.221219,0.979682,-0.022995,0.005918,-0.062791,-0.197533,-0.235641,0.980249,0.223719,-0.206797,0.979116,-0.066731,-0.066731,104
0.105999,-0.000438,-0.070218,-0.154418,-0.020358,-0.079644,0.012286,-0.221566,0.977185,-0.024209,-0.010398,-0.074932,-0.194000,-0.235656,0.977908,0.218571,-0.207476,0.976461,-0.105968,-0.105968,105
0.139431,0.025717,-0.088550,-0.198834,-0.004991,-0.080697,0.011296,-0.221220,0.974364,-0.029702,0.010364,-0.084622,-0.189352,-0.234799,0.974957,0.211944,-0.207642,0.973771,-0.141109,-0.141109,106
0.173653,0.078068,-0.087901,-0.246346,-0.001621,-0.066056,0.010084,-0.219946,0.971798,-0.036347,0.038223,-0.076979,-0.183564,-0.232196,0.972026,0.203732,-0.207696,0.971569,-0.178339,-0.178339,107
0.231401,0.090103,-0.087274,-0.285193,0.014493,-0.054089,0.009188,-0.218203,0.969442,-0.026896,0.052298,-0.070682,-0.175851,-0.229193,0.969117,0.194226,-0.207213,0.969766,-0.236183,-0.236183,108
0.258302,0.139061,-0.025265,-0.328406,0.003845,-0.044280,0.008019,-0.215821,0.968283,-0.035052,0.071454,-0.034772,-0.167241,-0.224557,0.968275,0.183279,-0.207085,0.968290,-0.264904,-0.264904,109
0.302294,0.075730,-0.051572,-0.355866,0.029977,-0.020762,0.007126,-0.214059,0.967077,-0.026786,0.052853,-0.036167,-0.157164,-0.222033,0.966556,0.171417,-0.206085,0.967598,-0.305445,-0.305445,110
0.293430,0.063998,-0.057535,-0.363230,0.014817,-0.017011,0.005963,-0.212746,0.965835,-0.034900,0.039408,-0.037272,-0.147383,-0.219900,0.964638,0.159309,-0.205592,0.967031,-0.295636,-0.295636,111
0.276672,0.072852,-0.047098,-0.361745,0.043061,-0.013917,0.004545,-0.210814,0.964818,-0.042536,0.057957,-0.030509,-0.138161,-0.217471,0.963068,0.147251,-0.204156,0.966567,-0.279168,-0.279168,112
0.253890,0.066766,-0.053778,-0.328269,0.051482,-0.026890,0.003305,-0.208843,0.963473,-0.037189,0.059124,-0.040333,-0.129698,-0.215246,0.961276,0.136308,-0.202440,0.965671,-0.255885,-0.255885,113
0.209482,0.078526,-0.028812,-0.000001,0.000003,0.000002,-0.015225,-0.178817,0.977114,-1.011125,-0.321295,-0.612178,-0.122715,-0.212628,0.960315,0.092265,-0.145006,0.993912,-0.216702,-0.216702,114
0.166694,0.089753,-0.023591,0.000000,0.000000,0.000000,-0.012447,-0.177321,0.976720,0.083347,0.044877,-0.011796,-0.117158,-0.209637,0.959529,0.092265,-0.145006,0.993912,-0.179848,-0.179848,115
0.138622,0.061136,-0.019315,-0.078630,-0.220358,-0.190980,-0.011447,-0.179975,0.973215,0.029996,-0.079611,-0.105146,-0.112538,-0.207599,0.958885,0.089644,-0.152351,0.987546,-0.145836,-0.145836,116
0.116310,0.037334,-0.015811,-0.066228,-0.168178,-0.171672,-0.010612,-0.182156,0.970091,0.025041,-0.065422,-0.093741,-0.108661,-0.206354,0.958358,0.087436,-0.157957,0.981823,-0.119229,-0.119229,117
0.095213,0.010796,-0.028176,-0.057343,-0.152799,-0.140553,-0.009981,-0.184522,0.967279,0.018935,-0.071002,-0.084364,-0.105487,-0.205994,0.957419,0.085525,-0.163050,0.977138,-0.091959,-0.091959,118
0.060699,0.011588,-0.007834,0.032375,0.109697,0.091217,-0.008430,-0.182501,0.968668,0.046537,0.060643,0.041690,-0.103464,-0.205608,0.957158,0.086604,-0.159394,0.980179,-0.060380,-0.060380,119
0.010481,0.151080,0.118625,-0.033010,-0.127188,-0.146826,-0.008805,-0.182103,0.968198,-0.011264,0.011946,-0.014099,-0.103114,-0.200572,0.961112,0.085504,-0.163633,0.975285,-0.047939,-0.047939,120
0.036665,-0.023112,-0.012626,-0.022194,-0.108896,-0.120211,-0.008564,-0.184303,0.965984,0.007236,-0.066004,-0.066419,-0.101892,-0.201343,0.960691,0.084764,-0.167263,0.971278,-0.031165,-0.031165,121
0.021225,-0.011118,0.005078,0.002877,-0.081708,-0.083207,-0.008162,-0.185850,0.964682,0.012051,-0.046413,-0.039065,-0.101185,-0.201713,0.960860,0.084860,-0.169987,0.968504,-0.019244,-0.019244,122
