h1x_velocity,h1y_velocity,h1z_velocity,h2x_velocity,h2y_velocity,h2z_velocity,center_x,center_y,center_z,center_x_velocity,center_y_velocity,center_z_velocity,h1x_position,h1y_position,h1z_position,h2x_position,h2y_position,h2z_position,hand1_to_center,hand2_to_center,hand_distance,time
0.000002,-0.000000,-0.000004,-0.000001,-0.000000,-0.000007,-0.079616,0.005711,0.973154,-2.388468,0.171326,29.194614,-0.260786,-0.006220,0.967337,0.101555,0.017642,0.978970,-0.000002,0.000001,0.363312,0
0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-0.079616,0.005711,0.973154,0.000000,0.000000,0.000000,-0.260786,-0.006220,0.967337,0.101555,0.017642,0.978970,-0.000000,-0.000000,0.363312,1
-0.003012,0.014188,0.015673,0.031306,-0.000555,-0.015957,-0.079144,0.005938,0.973149,0.014147,0.006816,-0.000143,-0.260886,-0.005747,0.967860,0.102598,0.017624,0.978438,0.001640,-0.030729,0.364389,2
-0.003093,0.012053,0.012833,0.040246,-0.003299,0.002893,-0.078525,0.006084,0.973411,0.018576,0.004377,0.007864,-0.260989,-0.005346,0.968287,0.103940,0.017514,0.978535,0.001973,-0.040026,0.365788,3
-0.008472,0.010871,0.026275,0.036081,-0.006449,0.034574,-0.078065,0.006158,0.974425,0.013804,0.002211,0.030423,-0.261272,-0.004983,0.969163,0.105142,0.017299,0.979687,0.007041,-0.036599,0.367242,4
-0.006236,0.010015,0.021511,0.024451,-0.012005,0.044553,-0.077761,0.006125,0.975526,0.009108,-0.000995,0.033034,-0.261480,-0.004649,0.969880,0.105958,0.016898,0.981173,0.004977,-0.025062,0.368242,5
-0.007632,0.022069,0.033476,0.005000,-0.004871,0.069274,-0.077805,0.006411,0.977239,-0.001316,0.008599,0.051373,-0.261734,-0.003914,0.970996,0.106124,0.016736,0.983482,0.005245,-0.007063,0.368649,6
-0.000177,0.010590,0.043362,-0.000137,-0.003168,0.056720,-0.077810,0.006535,0.978907,-0.000157,0.003711,0.050043,-0.261740,-0.003561,0.972442,0.106120,0.016631,0.985372,-0.001924,-0.001679,0.368640,7
-0.001396,0.016750,0.051559,-0.011737,-0.000698,0.062985,-0.078029,0.006802,0.980816,-0.006566,0.008026,0.057271,-0.261787,-0.003002,0.974160,0.105728,0.016607,0.987472,-0.001363,0.009474,0.368278,8
0.003935,0.022931,0.074610,-0.016279,0.004242,0.051566,-0.078235,0.007255,0.982919,-0.006172,0.013587,0.063089,-0.261655,-0.002238,0.976647,0.105186,0.016749,0.989191,-0.007658,0.014268,0.367546,9
0.001003,0.019577,0.077437,-0.026499,0.010076,0.042220,-0.078660,0.007750,0.984913,-0.012748,0.014827,0.059828,-0.261622,-0.001586,0.979228,0.104302,0.017085,0.990598,-0.004400,0.024629,0.366577,10
0.007679,0.016873,0.079849,-0.033573,0.012775,0.034570,-0.079091,0.008244,0.986820,-0.012947,0.014824,0.057210,-0.261366,-0.001023,0.981890,0.103183,0.017510,0.991750,-0.010679,0.031936,0.365153,11
0.013416,0.027984,0.081922,-0.028748,0.031118,0.028296,-0.079347,0.009229,0.988657,-0.007666,0.029551,0.055110,-0.260919,-0.000090,0.984621,0.102225,0.018548,0.992694,-0.016647,0.026481,0.363711,12
0.008359,0.032911,0.100474,-0.026616,0.039082,0.039825,-0.079651,0.010429,0.990996,-0.009129,0.035996,0.070149,-0.260640,0.001007,0.987970,0.101338,0.019850,0.994021,-0.011734,0.023880,0.362519,13
0.012519,0.028713,0.099124,-0.026994,0.036655,0.032603,-0.079892,0.011518,0.993191,-0.007237,0.032684,0.065864,-0.260223,0.001964,0.991274,0.100438,0.021072,0.995108,-0.015072,0.024669,0.361187,14
0.008937,0.035879,0.098115,-0.025388,0.041355,0.043446,-0.080167,0.012805,0.995550,-0.008226,0.038617,0.070780,-0.259925,0.003160,0.994545,0.099592,0.022451,0.996556,-0.011395,0.022893,0.360040,15
0.007043,0.046302,0.097387,-0.019596,0.049638,0.035570,-0.080376,0.014404,0.997766,-0.006276,0.047970,0.066478,-0.259690,0.004703,0.997791,0.098939,0.024105,0.997742,-0.009521,0.016891,0.359153,16
0.005966,0.053211,0.096915,-0.024078,0.033974,0.029125,-0.080678,0.015857,0.999867,-0.009056,0.043593,0.063021,-0.259491,0.006477,1.001021,0.098136,0.025238,0.998713,-0.008121,0.022452,0.358126,17
0.001786,0.049659,0.096627,-0.024034,0.029552,0.023836,-0.081048,0.017178,1.001875,-0.011124,0.039605,0.060232,-0.259432,0.008132,1.004242,0.097335,0.026223,0.999507,-0.003018,0.022821,0.357256,18
0.000772,0.048524,0.096499,-0.023208,0.024363,0.036381,-0.081422,0.018392,1.004089,-0.011218,0.036444,0.066440,-0.259406,0.009750,1.007459,0.096561,0.027035,1.000720,-0.001299,0.022683,0.356450,19
-0.004165,0.041698,0.096502,-0.019383,0.025254,0.029787,-0.081815,0.019508,1.006194,-0.011774,0.033476,0.063143,-0.259545,0.011140,1.010676,0.095915,0.027877,1.001713,0.004628,0.018918,0.355967,20
-0.006756,0.027546,0.079011,-0.016307,0.013523,0.041345,-0.082199,0.020193,1.008200,-0.011531,0.020535,0.060182,-0.259770,0.012058,1.013309,0.095372,0.028327,1.003091,0.007756,0.016852,0.355661,21
-0.018179,0.025542,0.082301,-0.011835,0.009037,0.050919,-0.082699,0.020769,1.010420,-0.015007,0.017290,0.066608,-0.260376,0.012909,1.016053,0.094977,0.028629,1.004788,0.019629,0.013030,0.355879,22
-0.019889,0.020715,0.085098,-0.008692,0.000731,0.041689,-0.083176,0.021126,1.012534,-0.014290,0.010723,0.063393,-0.261039,0.013600,1.018889,0.094687,0.028653,1.006178,0.022019,0.010135,0.356272,23
-0.026126,0.006273,0.087512,0.007279,0.001093,0.034125,-0.083490,0.021249,1.014561,-0.009423,0.003683,0.060818,-0.261910,0.013809,1.021806,0.094930,0.028689,1.007315,0.029368,-0.005929,0.357444,24
-0.031498,-0.010671,0.107657,0.017819,0.000984,0.045122,-0.083718,0.021088,1.017107,-0.006840,-0.004843,0.076389,-0.262960,0.013453,1.025395,0.095524,0.028722,1.008819,0.036858,-0.015743,0.359191,25
-0.033551,-0.010595,0.088130,0.036187,-0.000369,0.036943,-0.083674,0.020905,1.019192,0.001318,-0.005482,0.062538,-0.264078,0.013100,1.028333,0.096730,0.028710,1.010051,0.038390,-0.034223,0.361608,26
-0.039352,-0.015380,0.090344,0.058214,0.016384,0.030245,-0.083360,0.020922,1.021201,0.009431,0.000502,0.060292,-0.265390,0.012587,1.031344,0.098671,0.029256,1.011059,0.044974,-0.057131,0.365006,27
-0.038589,-0.017806,0.073965,0.055857,0.013419,0.024759,-0.083072,0.020849,1.022847,0.008634,-0.002193,0.049363,-0.266676,0.011994,1.033810,0.100533,0.029703,1.011884,0.043735,-0.054865,0.368289,28
-0.033679,-0.015279,0.060557,0.074665,0.009003,0.020270,-0.082389,0.020744,1.024194,0.020493,-0.003138,0.040412,-0.267799,0.011485,1.035828,0.103021,0.030004,1.012560,0.038119,-0.073607,0.372011,29
-0.027772,-0.013789,0.049578,0.078534,-0.003371,0.016590,-0.081543,0.020458,1.025297,0.025381,-0.008580,0.033084,-0.268725,0.011025,1.037481,0.105639,0.029891,1.013113,0.031587,-0.077024,0.375630,30
-0.028051,-0.011059,0.040584,0.079241,0.002288,0.013590,-0.080689,0.020312,1.026200,0.025595,-0.004386,0.027087,-0.269660,0.010656,1.038833,0.108281,0.029967,1.013566,0.031219,-0.078173,0.379276,31
-0.023661,-0.016001,0.051538,0.072051,0.001924,0.011126,-0.079883,0.020077,1.027244,0.024195,-0.007039,0.031332,-0.270448,0.010123,1.040551,0.110682,0.030032,1.013937,0.027989,-0.071104,0.382577,32
-0.015468,-0.013063,0.042189,0.060966,-0.002206,0.009102,-0.079125,0.019823,1.028099,0.022749,-0.007635,0.025645,-0.270964,0.009687,1.041958,0.112714,0.029958,1.014240,0.019130,-0.059952,0.385212,33
-0.013115,-0.004670,0.034543,0.061233,0.003867,0.007464,-0.078323,0.019809,1.028799,0.024059,-0.000401,0.021003,-0.271401,0.009532,1.043109,0.114756,0.030087,1.014489,0.015858,-0.060634,0.387761,34
-0.008447,0.005202,0.028278,0.055298,0.008496,0.023392,-0.077542,0.020038,1.029660,0.023426,0.006849,0.025835,-0.271683,0.009705,1.044052,0.116599,0.030370,1.015269,0.010224,-0.053793,0.389895,35
-0.006268,0.006472,0.023146,0.046372,0.000882,0.019144,-0.076873,0.020160,1.030365,0.020052,0.003677,0.021143,-0.271892,0.009921,1.044823,0.118145,0.030399,1.015907,0.007613,-0.044815,0.391642,36
-0.005634,0.009212,0.018951,0.041049,0.000067,0.015678,-0.076283,0.020315,1.030942,0.017707,0.004640,0.017316,-0.272079,0.010228,1.045455,0.119513,0.030402,1.016429,0.006538,-0.039729,0.393184,37
-0.000344,0.009651,0.015517,0.024799,-0.000304,0.012828,-0.075876,0.020471,1.031415,0.012228,0.004674,0.014173,-0.272091,0.010550,1.045972,0.120340,0.030392,1.016857,0.001003,-0.023737,0.394009,38
0.007840,0.007225,0.012710,0.013472,-0.009119,0.010507,-0.075520,0.020439,1.031802,0.010656,-0.000947,0.011609,-0.271829,0.010790,1.046396,0.120789,0.030088,1.017207,-0.007222,-0.012195,0.394174,39
0.005404,0.004637,0.028821,0.004312,-0.009254,0.008608,-0.075358,0.020362,1.032425,0.004858,-0.002309,0.018715,-0.271649,0.010945,1.047357,0.120932,0.029779,1.017494,-0.003420,-0.003201,0.394166,40
