h1x_velocity,h1y_velocity,h1z_velocity,h2x_velocity,h2y_velocity,h2z_velocity,center_x,center_y,center_z,center_x_velocity,center_y_velocity,center_z_velocity,h1x_position,h1y_position,h1z_position,h2x_position,h2y_position,h2z_position,hand1_to_center,hand2_to_center,hand_distance,time
0.346046,0.107029,-0.112649,-0.298728,0.052715,-0.097132,0.001038,0.015298,0.926781,0.023659,0.079872,-0.104890,-0.198062,0.020725,0.948329,0.200138,0.009870,0.905233,-0.353127,0.287865,0.400673,226
0.416790,0.084837,-0.106695,-0.397357,0.078223,-0.079533,0.001362,0.018015,0.923677,0.009717,0.081530,-0.093114,-0.184169,0.023553,0.944773,0.186893,0.012477,0.902582,-0.423473,0.387978,0.373617,227
0.391368,0.119426,-0.101702,-0.427938,0.114009,-0.051833,0.000753,0.021906,0.921118,-0.018285,0.116718,-0.076767,-0.171123,0.027534,0.941383,0.172629,0.016277,0.900854,-0.396490,0.422410,0.346316,228
0.330667,0.106627,-0.068910,-0.417890,0.112885,-0.055709,-0.000701,0.025564,0.919042,-0.043611,0.109756,-0.062310,-0.160101,0.031088,0.939086,0.158699,0.020040,0.898997,-0.332817,0.411312,0.321501,229
0.253116,0.070734,-0.070775,-0.370883,0.112971,-0.045630,-0.002664,0.028626,0.917101,-0.058884,0.091853,-0.058204,-0.151664,0.033446,0.936727,0.146336,0.023806,0.897476,-0.257789,0.365185,0.300728,230
0.179379,0.035208,-0.072234,-0.313598,0.093035,-0.050563,-0.004901,0.030763,0.915055,-0.067110,0.064122,-0.061398,-0.145685,0.034620,0.934319,0.135883,0.026907,0.895791,-0.186491,0.306260,0.284296,231
0.125003,0.025092,-0.030499,-0.251223,0.084400,-0.028176,-0.007004,0.032588,0.914077,-0.063110,0.054746,-0.029336,-0.141518,0.035456,0.933302,0.127509,0.029720,0.894852,-0.127502,0.246436,0.271821,232
0.091618,0.013736,-0.039330,-0.186232,0.055096,-0.049424,-0.008581,0.033736,0.912598,-0.047307,0.034416,-0.044378,-0.138464,0.035914,0.931991,0.121301,0.031557,0.893204,-0.096181,0.177781,0.262681,233
0.076190,0.012838,-0.017833,-0.136035,0.045947,-0.040453,-0.009579,0.034715,0.911626,-0.029923,0.029392,-0.029143,-0.135924,0.036342,0.931397,0.116767,0.033089,0.891856,-0.077861,0.128720,0.255787,234
0.065879,0.012076,-0.014611,-0.099014,0.036373,-0.033134,-0.010131,0.035523,0.910830,-0.016567,0.024224,-0.023872,-0.133728,0.036745,0.930910,0.113466,0.034301,0.890751,-0.067248,0.092770,0.250447,235
0.058881,0.007805,-0.011952,-0.077293,0.018639,-0.013992,-0.010438,0.035964,0.910398,-0.009206,0.013222,-0.012973,-0.131766,0.037005,0.930511,0.110890,0.034922,0.890285,-0.059974,0.074119,0.245976,236
0.051729,-0.001413,-0.024149,-0.051327,0.001594,-0.024599,-0.010431,0.035967,0.909586,0.000201,0.000090,-0.024374,-0.130041,0.036958,0.929706,0.109179,0.034975,0.889465,-0.055028,0.046546,0.242589,237
0.036654,0.005670,-0.005409,-0.036654,0.006689,0.006230,-0.010431,0.036172,0.909599,0.000000,0.006179,0.000411,-0.128820,0.037147,0.929526,0.107957,0.035198,0.889673,-0.036996,0.037232,0.240115,238
0.020281,-0.003537,-0.004429,-0.027353,0.001725,0.018373,-0.010549,0.036142,0.909832,-0.003536,-0.000906,0.006970,-0.128143,0.037029,0.929378,0.107045,0.035256,0.890285,-0.020759,0.030008,0.238422,239
0.013335,0.011839,0.010811,-0.005320,-0.000771,-0.011451,-0.010416,0.036327,0.909821,0.004007,0.005534,-0.000318,-0.127699,0.037423,0.929739,0.106868,0.035230,0.889903,-0.011227,0.003321,0.237935,240
0.004730,0.011893,0.008857,-0.001150,-0.004952,-0.009382,-0.010356,0.036442,0.909812,0.001790,0.003470,-0.000265,-0.127541,0.037820,0.930034,0.106830,0.035065,0.889591,-0.003017,-0.000520,0.237851,241
-0.001339,0.000429,0.007258,-0.002184,-0.003723,-0.020818,-0.010415,0.036388,0.909586,-0.001762,-0.001647,-0.006779,-0.127586,0.037834,0.930276,0.106757,0.034941,0.888897,0.002586,-0.001515,0.237986,242
0.001457,0.009731,0.020460,-0.001199,-0.000777,-0.017030,-0.010410,0.036537,0.909643,0.000129,0.004477,0.001715,-0.127537,0.038158,0.930958,0.106717,0.034915,0.888329,0.002362,-0.001880,0.238123,243
0.000166,0.007660,0.016748,-0.004157,-0.006836,-0.013956,-0.010477,0.036551,0.909690,-0.001995,0.000412,0.001395,-0.127532,0.038414,0.931516,0.106578,0.034687,0.887864,0.003026,0.001421,0.238174,244
0.005035,-0.001712,-0.000814,-0.001566,-0.002114,-0.011415,-0.010419,0.036487,0.909486,0.001735,-0.001913,-0.006114,-0.127364,0.038357,0.931489,0.106526,0.034617,0.887483,-0.005125,-0.000605,0.238023,245
0.005115,-0.002626,-0.000663,0.002086,0.000377,-0.009357,-0.010299,0.036449,0.909319,0.003600,-0.001125,-0.005010,-0.127194,0.038269,0.931467,0.106596,0.034629,0.887171,-0.005188,-0.003785,0.237976,246
0.003747,-0.004082,-0.014990,0.002163,0.004170,0.005479,-0.010200,0.036451,0.909161,0.002955,0.000044,-0.004755,-0.127069,0.038133,0.930967,0.106668,0.034768,0.887354,-0.006490,-0.001062,0.237794,247
0.004573,-0.001628,-0.012274,0.002104,0.000960,-0.008640,-0.010089,0.036440,0.908812,0.003339,-0.000334,-0.010457,-0.126916,0.038079,0.930558,0.106738,0.034800,0.887066,-0.006764,-0.003636,0.237690,248
0.004920,0.000490,-0.010042,0.003089,-0.000144,-0.007086,-0.009956,0.036445,0.908527,0.004004,0.000173,-0.008565,-0.126752,0.038095,0.930223,0.106841,0.034795,0.886830,-0.006664,-0.004333,0.237612,249
0.001199,0.000779,-0.008220,0.003391,-0.003723,-0.018870,-0.009879,0.036396,0.908075,0.002295,-0.001472,-0.013545,-0.126712,0.038121,0.929949,0.106954,0.034671,0.886201,-0.002680,-0.006859,0.237751,250
-0.000840,0.002230,-0.021095,0.012791,0.010390,-0.002378,-0.009680,0.036607,0.907684,0.005976,0.006310,-0.011736,-0.126740,0.038195,0.929246,0.107380,0.035018,0.886121,-0.002966,-0.012871,0.238080,251
-0.006003,0.001453,-0.002918,0.012479,0.003371,-0.001947,-0.009572,0.036687,0.907603,0.003238,0.002412,-0.002434,-0.126940,0.038244,0.929149,0.107796,0.035130,0.886057,0.005396,-0.012581,0.238679,252
-0.015597,0.011077,0.012068,0.016982,0.003727,-0.001597,-0.009549,0.036934,0.907777,0.000692,0.007402,0.005236,-0.127460,0.038613,0.929551,0.108362,0.035254,0.886003,0.017683,-0.016936,0.239833,253
-0.017546,0.011055,0.009878,0.014382,0.003707,-0.001300,-0.009602,0.037180,0.907920,-0.001582,0.007381,0.004290,-0.128045,0.038982,0.929880,0.108842,0.035378,0.885960,0.019216,-0.014321,0.240951,254
-0.021564,-0.001665,0.008077,0.014951,0.006736,0.025281,-0.009712,0.037264,0.908476,-0.003306,0.002536,0.016678,-0.128764,0.038926,0.930150,0.109340,0.035602,0.886803,0.022637,-0.010088,0.242040,255
-0.025822,-0.000424,0.006630,0.020166,-0.004069,0.020698,-0.009806,0.037189,0.908932,-0.002828,-0.002246,0.013663,-0.129625,0.038912,0.930371,0.110012,0.035467,0.887493,0.026578,-0.016262,0.243467,256
-0.030137,-0.003129,0.019943,0.027704,-0.009923,0.003732,-0.009847,0.036972,0.909326,-0.001216,-0.006526,0.011837,-0.130629,0.038808,0.931035,0.110936,0.035136,0.887617,0.033139,-0.026752,0.245463,257
-0.044112,0.004195,0.016336,0.044677,-0.013595,-0.010096,-0.009837,0.036815,0.909430,0.000283,-0.004700,0.003122,-0.132100,0.038948,0.931580,0.112425,0.034683,0.887280,0.046383,-0.045988,0.248542,258
-0.082612,0.004244,0.042679,0.081742,-0.014024,0.031393,-0.009852,0.036652,0.910665,-0.000435,-0.004890,0.037036,-0.134853,0.039089,0.933003,0.115150,0.034215,0.888327,0.088896,-0.075200,0.254010,259
-0.156012,-0.017252,0.020249,0.151468,-0.034167,0.039051,-0.009928,0.035795,0.911653,-0.002272,-0.025710,0.029649,-0.140054,0.038514,0.933678,0.120199,0.033076,0.889629,0.156815,-0.143501,0.264010,260
-0.255821,-0.024993,0.016581,0.224166,-0.061210,0.031965,-0.010455,0.034358,0.912462,-0.015827,-0.043102,0.024274,-0.148581,0.037681,0.934230,0.127671,0.031036,0.890694,0.254617,-0.217849,0.279740,261
-0.338447,-0.059062,-0.001035,0.327227,-0.047765,0.080346,-0.010642,0.032578,0.913784,-0.005610,-0.053414,0.039654,-0.159863,0.035712,0.934196,0.138578,0.029444,0.893372,0.333883,-0.314245,0.301285,262
-0.373572,-0.060708,0.013756,0.403694,-0.073466,0.038542,-0.010140,0.030342,0.914656,0.015061,-0.067087,0.026150,-0.172315,0.033688,0.934654,0.152035,0.026995,0.894657,0.371126,-0.397364,0.326875,263
-0.364406,-0.056171,0.025962,0.415958,-0.048839,0.072520,-0.009281,0.028592,0.916297,0.025776,-0.052505,0.049242,-0.184462,0.031816,0.935520,0.165900,0.025367,0.897074,0.363975,-0.406392,0.352524,264
-0.322487,-0.049397,0.036047,0.387226,-0.041552,0.073189,-0.008202,0.027076,0.918118,0.032370,-0.045475,0.054617,-0.195211,0.030170,0.936721,0.178808,0.023982,0.899514,0.323614,-0.378712,0.375916,265
-0.258087,-0.048881,0.029501,0.334830,-0.041844,0.059915,-0.006923,0.025564,0.919608,0.038372,-0.045362,0.044707,-0.203814,0.028540,0.937705,0.189969,0.022587,0.901511,0.258939,-0.328534,0.395488,266
-0.200798,-0.057993,0.039021,0.276077,-0.032847,0.049056,-0.005668,0.024050,0.921076,0.037639,-0.045420,0.044038,-0.210508,0.026607,0.939005,0.199171,0.021492,0.903146,0.202699,-0.271135,0.411277,267
-0.142427,-0.043725,0.046901,0.216366,-0.026579,0.054047,-0.004436,0.022878,0.922758,0.036970,-0.035152,0.050476,-0.215255,0.025150,0.940569,0.206384,0.020606,0.904948,0.145391,-0.211322,0.423165,268
-0.104045,-0.034429,0.038404,0.158230,-0.023648,0.030368,-0.003533,0.021910,0.923905,0.027093,-0.029039,0.034386,-0.218723,0.024002,0.941849,0.211658,0.019818,0.905960,0.106538,-0.155381,0.431895,269
