h1x_velocity,h1y_velocity,h1z_velocity,h2x_velocity,h2y_velocity,h2z_velocity,center_x,center_y,center_z,center_x_velocity,center_y_velocity,center_z_velocity,h1x_position,h1y_position,h1z_position,h2x_position,h2y_position,h2z_position,hand1_to_center,hand2_to_center,h1x_cg,h1y_cg,h1z_cg,h2x_cg,h2y_cg,h2z_cg,hand_distance,time
-0.118008,0.173513,0.067112,-0.118782,0.260133,0.065759,0.002173,-0.135884,0.943624,-0.118395,0.216823,0.066435,-0.134959,-0.135446,1.034841,0.139306,-0.136323,0.852406,0.135888,-0.136013,-0.156106,-0.104340,1.048309,0.119460,-0.089113,0.864596,0.329401,677
-0.114996,0.169156,0.073231,-0.107922,0.256733,0.066288,-0.001542,-0.128786,0.945949,-0.111459,0.212945,0.069761,-0.138792,-0.129807,1.037282,0.135709,-0.127765,0.854615,0.135256,-0.124979,-0.160715,-0.100539,1.055103,0.114654,-0.083284,0.866898,0.329731,678
-0.119216,0.159163,0.096910,-0.114499,0.241892,0.066796,-0.005437,-0.122102,0.948677,-0.116858,0.200528,0.081852,-0.142766,-0.124502,1.040513,0.131892,-0.119702,0.856842,0.150642,-0.128783,-0.164487,-0.099352,1.058533,0.114291,-0.077793,0.869212,0.330447,679
-0.118119,0.136767,0.098001,-0.095716,0.227906,0.067259,-0.009001,-0.116024,0.951432,-0.106917,0.182336,0.082630,-0.146704,-0.119943,1.043779,0.128701,-0.112106,0.859084,0.149411,-0.111539,-0.168028,-0.095294,1.061985,0.111242,-0.072765,0.873877,0.331695,680
-0.115962,0.134040,0.099002,-0.094943,0.213938,0.080450,-0.012516,-0.110224,0.954423,-0.105453,0.173989,0.089727,-0.150569,-0.115475,1.047080,0.125537,-0.104974,0.861766,0.147152,-0.116853,-0.172674,-0.092193,1.068958,0.108720,-0.068308,0.876229,0.332695,681
-0.120208,0.126608,0.118979,-0.091452,0.199396,0.078648,-0.016044,-0.104791,0.957716,-0.105830,0.163002,0.098813,-0.154576,-0.111254,1.051046,0.122488,-0.098328,0.864387,0.161152,-0.111989,-0.176974,-0.086895,1.072479,0.104490,-0.064921,0.878593,0.334325,682
-0.121799,0.132469,0.116558,-0.097880,0.181671,0.077253,-0.019705,-0.099555,0.960947,-0.109839,0.157070,0.096906,-0.158636,-0.106839,1.054931,0.119226,-0.092272,0.866962,0.160289,-0.116359,-0.180616,-0.082600,1.076023,0.101131,-0.057344,0.883360,0.335785,683
-0.119530,0.131811,0.114702,-0.098402,0.189939,0.089182,-0.023337,-0.094193,0.964345,-0.108966,0.160875,0.101942,-0.162620,-0.102445,1.058754,0.115945,-0.085941,0.869935,0.156646,-0.122029,-0.185315,-0.078552,1.079591,0.099054,-0.049346,0.888179,0.336933,684
-0.123417,0.129931,0.113311,-0.091857,0.199003,0.099213,-0.026925,-0.088711,0.967887,-0.107637,0.164467,0.106262,-0.166734,-0.098114,1.062531,0.112884,-0.079307,0.873242,0.158240,-0.120414,-0.187979,-0.070812,1.083182,0.094886,-0.042286,0.895507,0.338187,685
-0.115529,0.148469,0.112295,-0.097874,0.201326,0.121078,-0.030482,-0.082881,0.971776,-0.106701,0.174897,0.116687,-0.170585,-0.093165,1.066274,0.109621,-0.072596,0.877278,0.149261,-0.136343,-0.189434,-0.065041,1.083182,0.093260,-0.035571,0.897977,0.338612,686
-0.102502,0.152939,0.091935,-0.088971,0.201346,0.112565,-0.033673,-0.076976,0.975185,-0.095737,0.177142,0.102249,-0.174002,-0.088067,1.069339,0.106655,-0.065885,0.881030,0.126032,-0.123119,-0.192227,-0.058763,1.086797,0.094483,-0.030478,0.900460,0.338704,687
-0.099106,0.159355,0.094943,-0.066193,0.192546,0.105652,-0.036428,-0.071111,0.978528,-0.082650,0.175951,0.100297,-0.177305,-0.082755,1.072504,0.104449,-0.059467,0.884552,0.123883,-0.100220,-0.196367,-0.051253,1.090437,0.093380,-0.025781,0.905468,0.339490,688
-0.103661,0.171313,0.097525,-0.060195,0.183186,0.113745,-0.039159,-0.065203,0.982049,-0.081928,0.177250,0.105636,-0.180761,-0.077045,1.075755,0.102442,-0.053360,0.888343,0.128008,-0.099952,-0.200528,-0.043611,1.094101,0.093461,-0.023050,0.907993,0.340423,689
-0.107495,0.181816,0.099764,-0.048844,0.164833,0.106856,-0.041765,-0.059425,0.985493,-0.078169,0.173324,0.103310,-0.184344,-0.070984,1.079080,0.100814,-0.047866,0.891905,0.131984,-0.088095,-0.204194,-0.035560,1.097790,0.094702,-0.018534,0.913086,0.341883,690
-0.107941,0.192640,0.101742,-0.033242,0.159510,0.115179,-0.044118,-0.053556,0.989108,-0.070591,0.176075,0.108460,-0.187942,-0.064563,1.082471,0.099706,-0.042549,0.895745,0.133294,-0.080192,-0.204880,-0.025630,1.101503,0.097698,-0.014889,0.915653,0.343647,691
-0.092112,0.211719,0.103487,-0.010922,0.150418,0.108259,-0.045835,-0.047520,0.992637,-0.051517,0.181068,0.105874,-0.191012,-0.057506,1.085921,0.099342,-0.037535,0.899353,0.120982,-0.058909,-0.210064,-0.022942,1.105242,0.102116,-0.010901,0.918235,0.345705,692
-0.103609,0.187964,0.105064,0.015086,0.144840,0.102680,-0.047310,-0.041974,0.996099,-0.044262,0.166402,0.103871,-0.194466,-0.051240,1.089423,0.099845,-0.032707,0.902776,0.133581,-0.034501,-0.215411,-0.017608,1.109006,0.103921,-0.006103,0.923444,0.348998,693
-0.113900,0.182893,0.106494,0.022163,0.144673,0.112397,-0.048839,-0.036514,0.999748,-0.045868,0.163783,0.109447,-0.198263,-0.045144,1.092973,0.100584,-0.027885,0.906523,0.143871,-0.033562,-0.213806,-0.014760,1.109006,0.108078,-0.001408,0.926070,0.352662,694
-0.084526,0.165229,0.087197,0.040751,0.143980,0.106292,-0.049569,-0.031361,1.002972,-0.021887,0.154604,0.096744,-0.201080,-0.039636,1.095879,0.101942,-0.023085,0.910066,0.109827,-0.014105,-0.216265,-0.011256,1.116612,0.114775,0.004550,0.926070,0.355842,695
-0.082574,0.154334,0.112749,0.069787,0.150284,0.087023,-0.049782,-0.026284,1.006302,-0.006394,0.152309,0.099889,-0.203833,-0.034492,1.099638,0.104268,-0.018076,0.912966,0.121889,0.021418,-0.215164,-0.009219,1.116612,0.121060,0.008225,0.928711,0.360613,696
-0.061619,0.137433,0.092304,0.091315,0.143029,0.085621,-0.049287,-0.021609,1.009267,0.014848,0.140231,0.088960,-0.205887,-0.029911,1.102715,0.107312,-0.013308,0.915820,0.093860,0.041008,-0.216497,-0.007865,1.120455,0.122941,0.009500,0.928711,0.365101,697
-0.057701,0.119885,0.096463,0.084988,0.124031,0.070104,-0.048832,-0.017544,1.012044,0.013643,0.121958,0.083284,-0.207810,-0.025914,1.105930,0.110145,-0.009174,0.918157,0.093206,0.043109,-0.217363,-0.007337,1.120455,0.130006,0.012549,0.931368,0.369641,698
-0.051945,0.101026,0.078996,0.108007,0.118130,0.071840,-0.047898,-0.013892,1.014558,0.028031,0.109578,0.075420,-0.209541,-0.022547,1.108563,0.113745,-0.005236,0.920552,0.079856,0.062651,-0.216861,-0.007207,1.120455,0.132987,0.014153,0.934039,0.374383,699
-0.039806,0.083419,0.064666,0.104633,0.105443,0.073348,-0.046818,-0.010744,1.016858,0.032414,0.094431,0.069004,-0.210868,-0.019766,1.110719,0.117233,-0.001721,0.922997,0.062611,0.059360,-0.216200,-0.005963,1.124323,0.149327,0.021681,0.944881,0.378439,700
-0.028991,0.075063,0.073986,0.174531,0.127267,0.119010,-0.044392,-0.007372,1.020074,0.072770,0.101165,0.096499,-0.211835,-0.017264,1.113185,0.123051,0.002521,0.926964,0.057341,0.101133,-0.216346,-0.006185,1.124323,0.156912,0.023437,0.947631,0.383690,701
-0.024530,0.060252,0.060568,0.184138,0.113746,0.112386,-0.041732,-0.004472,1.022957,0.079804,0.086999,0.086478,-0.212652,-0.015256,1.115204,0.129189,0.006312,0.930710,0.046935,0.114805,-0.217944,-0.007485,1.124323,0.159606,0.023454,0.950397,0.389048,702
-0.028773,0.042260,0.049596,0.165410,0.093219,0.107056,-0.039454,-0.002214,1.025568,0.068318,0.067739,0.078324,-0.213611,-0.013847,1.116857,0.134702,0.009420,0.934279,0.045929,0.102137,-0.216244,-0.009189,1.124323,0.151610,0.020715,0.944881,0.393953,703
-0.014316,0.025333,0.040594,0.091943,0.061423,0.057664,-0.038161,-0.000768,1.027205,0.038813,0.043378,0.049131,-0.214089,-0.013003,1.118210,0.137767,0.011467,0.936201,0.029745,0.058852,-0.215209,-0.010260,1.124323,0.152124,0.018552,0.942147,0.396899,704
-0.006094,0.014913,0.033245,0.078073,0.038527,0.032337,-0.036961,0.000123,1.028298,0.035990,0.026720,0.032791,-0.214292,-0.012506,1.119318,0.140370,0.012751,0.937279,0.019618,0.057018,-0.214710,-0.012522,1.120455,0.146482,0.014692,0.939429,0.399451,705
-0.002275,-0.000087,0.006173,0.033241,0.010555,0.011682,-0.036445,0.000297,1.028596,0.015483,0.005234,0.008926,-0.214368,-0.012508,1.119524,0.141478,0.013103,0.937668,0.004831,0.024909,-0.213745,-0.013032,1.120455,0.150860,0.014554,0.939429,0.400442,706
0.003383,-0.002846,0.005057,0.051022,0.007891,0.009575,-0.035538,0.000381,1.028840,0.027203,0.002522,0.007317,-0.214255,-0.012603,1.119693,0.143178,0.013366,0.937987,-0.000539,0.041567,-0.210379,-0.013010,1.116612,0.148504,0.012559,0.936726,0.401808,707
0.021079,-0.002211,-0.016758,0.028959,-0.004387,-0.006861,-0.034704,0.000271,1.028446,0.025019,-0.003299,-0.011812,-0.213552,-0.012677,1.119134,0.144144,0.013220,0.937758,-0.026182,0.028589,-0.208737,-0.015830,1.112796,0.146778,0.010985,0.934039,0.401888,708
0.026188,-0.017144,-0.034457,0.014325,-0.012156,-0.020218,-0.034029,-0.000217,1.027535,0.020256,-0.014650,-0.027337,-0.212679,-0.013249,1.117985,0.144621,0.012815,0.937084,-0.037733,0.021078,-0.204790,-0.015870,1.109006,0.145525,0.009973,0.931368,0.401333,709
0.042905,-0.014256,-0.048831,0.004913,-0.015454,-0.031090,-0.033232,-0.000712,1.026203,0.023909,-0.014855,-0.039961,-0.211249,-0.013724,1.116358,0.144785,0.012300,0.936048,-0.059283,0.017385,-0.202813,-0.015724,1.109006,0.141686,0.006264,0.926070,0.399936,710
0.045877,-0.010878,-0.039972,-0.016851,-0.032821,-0.054268,-0.032748,-0.001440,1.024632,0.014513,-0.021849,-0.047117,-0.209720,-0.014086,1.115025,0.144223,0.011206,0.934239,-0.058229,0.007575,-0.200135,-0.017295,1.105242,0.142751,0.004997,0.926070,0.398245,711
0.052125,-0.017448,-0.053219,-0.008005,-0.033764,-0.044421,-0.032013,-0.002294,1.023005,0.022060,-0.025606,-0.048820,-0.207982,-0.014668,1.113251,0.143956,0.010080,0.932759,-0.069439,0.011014,-0.197847,-0.017785,1.101503,0.141981,0.003237,0.923444,0.396297,712
0.055117,-0.016953,-0.063890,-0.010744,-0.037213,-0.050660,-0.031273,-0.003197,1.021096,0.022186,-0.027083,-0.057278,-0.206145,-0.015233,1.111122,0.143598,0.008840,0.931070,-0.077067,0.011336,-0.196151,-0.017276,1.097790,0.142309,0.002071,0.920832,0.394105,713
0.054349,-0.011111,-0.072498,-0.007012,-0.036811,-0.055677,-0.030484,-0.003995,1.018960,0.023668,-0.023961,-0.064087,-0.204334,-0.015603,1.108705,0.143365,0.007613,0.929214,-0.080748,0.017095,-0.191441,-0.016429,1.094101,0.143131,0.002359,0.918235,0.391982,714
0.070113,-0.004491,-0.079422,-0.001267,-0.028571,-0.059710,-0.029337,-0.004546,1.016641,0.034423,-0.016531,-0.069566,-0.201996,-0.015753,1.106058,0.143322,0.006660,0.927224,-0.098361,0.024646,-0.191536,-0.018588,1.090437,0.144412,0.002806,0.915653,0.389524,715
0.056884,-0.015414,-0.084951,0.005924,-0.020957,-0.062912,-0.028290,-0.005153,1.014176,0.031404,-0.018185,-0.073929,-0.200100,-0.016267,1.103226,0.143520,0.005962,0.925127,-0.088564,0.032952,-0.186946,-0.018761,1.086797,0.145883,0.003307,0.915653,0.387670,716
0.071533,-0.013564,-0.089353,0.012851,-0.014438,-0.051527,-0.026884,-0.005619,1.011828,0.042192,-0.014001,-0.070442,-0.197716,-0.016719,1.100248,0.143948,0.005480,0.923409,-0.103645,0.034208,-0.186817,-0.021315,1.083182,0.150131,0.006102,0.918235,0.385356,717
0.059269,-0.024992,-0.092797,0.033624,0.003379,-0.028133,-0.025336,-0.005980,1.009813,0.046446,-0.010806,-0.060464,-0.195740,-0.017552,1.097154,0.145069,0.005593,0.922471,-0.093391,0.042880,-0.187040,-0.024901,1.083182,0.151755,0.006888,0.918235,0.383668,718
0.047316,-0.039962,-0.075989,0.036361,0.007042,-0.023029,-0.023941,-0.006528,1.008162,0.041838,-0.016460,-0.049510,-0.194163,-0.018884,1.094621,0.146281,0.005828,0.921704,-0.073857,0.043213,-0.188299,-0.031832,1.079591,0.156710,0.009823,0.920832,0.382640,719
0.031887,-0.070409,-0.081729,0.056712,0.021727,-0.004735,-0.022464,-0.007340,1.006721,0.044300,-0.024341,-0.043230,-0.193100,-0.021231,1.091897,0.148171,0.006552,0.921546,-0.059745,0.054295,-0.190149,-0.039209,1.076023,0.161416,0.011899,0.926070,0.382437,720
0.016049,-0.097767,-0.086321,0.072025,0.029077,0.024607,-0.020996,-0.008484,1.005693,0.044037,-0.034345,-0.030860,-0.192565,-0.024490,1.089020,0.150572,0.007521,0.922366,-0.043789,0.056280,-0.193304,-0.048324,1.076023,0.171208,0.014513,0.936726,0.382807,721
-0.004017,-0.129609,-0.070692,0.112217,0.038020,0.078084,-0.019193,-0.010011,1.005816,0.054100,-0.045794,0.003698,-0.192699,-0.028810,1.086663,0.154313,0.008789,0.924969,-0.013423,0.072124,-0.196477,-0.056975,1.072479,0.184079,0.017701,0.944881,0.384677,722
-0.020542,-0.153160,-0.077130,0.161871,0.048468,0.108290,-0.016838,-0.011756,1.006335,0.070664,-0.052346,0.015578,-0.193384,-0.033916,1.084092,0.159708,0.010404,0.928578,0.005270,0.109339,-0.198512,-0.065999,1.072479,0.194263,0.020391,0.953179,0.388359,723
-0.027889,-0.174472,-0.063161,0.187910,0.054311,0.133774,-0.014171,-0.013758,1.007512,0.080011,-0.060081,0.035309,-0.194313,-0.039731,1.081987,0.165972,0.012215,0.933038,0.024671,0.128645,-0.197335,-0.073984,1.068958,0.210429,0.022826,0.961624,0.393307,724
-0.016428,-0.186268,-0.070850,0.241760,0.057703,0.155447,-0.010415,-0.015901,1.008922,0.112666,-0.064282,0.042297,-0.194861,-0.045940,1.079625,0.174031,0.014138,0.938219,0.018098,0.176846,-0.199227,-0.083388,1.068958,0.221509,0.025190,0.970220,0.399608,725
-0.023744,-0.203645,-0.058011,0.258190,0.060100,0.174025,-0.006508,-0.018294,1.010856,0.117223,-0.071772,0.058007,-0.195652,-0.052729,1.077692,0.182637,0.016141,0.944020,0.037469,0.192954,-0.199949,-0.091396,1.065460,0.226547,0.026959,0.973119,0.407080,726
-0.023363,-0.210279,-0.066522,0.238788,0.058827,0.158241,-0.002917,-0.020818,1.012384,0.107712,-0.075726,0.045859,-0.196431,-0.059738,1.075474,0.190597,0.018102,0.949295,0.041058,0.185859,-0.198927,-0.098449,1.061985,0.238280,0.027432,0.981923,0.414453,727
-0.013575,-0.210513,-0.073353,0.259304,0.050735,0.177430,0.001178,-0.023481,1.014119,0.122865,-0.079889,0.052042,-0.196884,-0.066755,1.073029,0.199240,0.019793,0.955209,0.035417,0.204156,-0.200327,-0.108108,1.061985,0.255035,0.029410,0.993912,0.422240,728
-0.018729,-0.224884,-0.060067,0.303420,0.052295,0.210471,0.005923,-0.026357,1.016626,0.142345,-0.086294,0.075202,-0.197508,-0.074251,1.071027,0.209354,0.021537,0.962225,0.052385,0.244399,-0.201457,-0.116969,1.061985,0.251545,0.030769,0.990887,0.431914,729
-0.021472,-0.232303,-0.049163,0.229435,0.050207,0.155863,0.009389,-0.029392,1.018404,0.103981,-0.091048,0.053347,-0.198224,-0.081994,1.069388,0.217002,0.023210,0.967420,0.064367,0.192262,-0.200671,-0.125107,1.058533,0.251572,0.030829,0.990887,0.440316,730
-0.013311,-0.234448,-0.059030,0.187997,0.041432,0.127618,0.012301,-0.032609,1.019547,0.087343,-0.096508,0.034293,-0.198667,-0.089809,1.067420,0.223269,0.024591,0.971674,0.059852,0.160533,-0.200968,-0.131638,1.058533,0.255444,0.030374,0.993912,0.447532,731
-0.012508,-0.227469,-0.048319,0.174974,0.031448,0.120918,0.015008,-0.035876,1.020757,0.081233,-0.098011,0.036299,-0.199084,-0.097392,1.065810,0.229101,0.025639,0.975705,0.063776,0.149374,-0.201817,-0.139153,1.061985,0.254494,0.030570,0.990887,0.454531,732
-0.014859,-0.227100,-0.020807,0.138084,0.026814,0.082557,0.017062,-0.039214,1.021786,0.061612,-0.100143,0.030878,-0.199580,-0.104962,1.065116,0.233704,0.026533,0.978457,0.074830,0.121907,-0.202125,-0.144360,1.061985,0.259759,0.029147,0.993912,0.461016,733
-0.013842,-0.214253,-0.017027,0.141689,0.014215,0.084059,0.019193,-0.042548,1.022904,0.063924,-0.100019,0.033517,-0.200041,-0.112103,1.064549,0.238427,0.027007,0.981259,0.073704,0.122148,-0.201350,-0.151580,1.061985,0.250699,0.028700,0.987881,0.467486,734
-0.007116,-0.214677,-0.013944,0.066738,0.009208,0.036017,0.020187,-0.045973,1.023272,0.029811,-0.102734,0.011036,-0.200278,-0.119259,1.064084,0.240651,0.027314,0.982459,0.070936,0.059005,-0.200915,-0.153946,1.065460,0.231465,0.028326,0.973119,0.471768,735
-0.003467,-0.188631,0.007474,-0.049956,0.005503,-0.050806,0.019296,-0.049025,1.022549,-0.026711,-0.091564,-0.021669,-0.200394,-0.125547,1.064333,0.238986,0.027497,0.980766,0.065614,-0.035670,-0.198713,-0.155708,1.061985,0.223889,0.024543,0.967337,0.472717,736
0.009146,-0.164016,-0.012764,-0.082096,-0.016066,-0.073019,0.018080,-0.052026,1.021120,-0.036475,-0.090041,-0.042890,-0.200089,-0.131014,1.063908,0.236250,0.026962,0.978332,0.044137,-0.068049,-0.197708,-0.156267,1.065460,0.202532,0.020511,0.950397,0.471881,737
0.012947,-0.137324,0.008447,-0.183363,-0.035082,-0.151911,0.015240,-0.054900,1.018728,-0.085208,-0.086203,-0.071733,-0.199657,-0.135592,1.064189,0.230138,0.025793,0.973268,0.037105,-0.150975,-0.197052,-0.155098,1.065460,0.192812,0.011921,0.939429,0.468012,738
0.014166,-0.106078,0.006909,-0.202978,-0.075433,-0.184017,0.012093,-0.057925,1.015777,-0.094406,-0.090756,-0.088552,-0.199185,-0.139128,1.064420,0.223372,0.023278,0.967134,0.025730,-0.173031,-0.196431,-0.154003,1.065460,0.181021,-0.001198,0.926070,0.463028,739
0.014980,-0.080892,0.005654,-0.230305,-0.133104,-0.223321,0.008505,-0.061491,1.012149,-0.107663,-0.106998,-0.108833,-0.198686,-0.141824,1.064608,0.215695,0.018841,0.959690,0.016166,-0.204507,-0.194467,-0.150907,1.065460,0.170406,-0.015648,0.918235,0.456654,740
0.022944,-0.049394,0.004638,-0.246289,-0.187558,-0.225440,0.004782,-0.065441,1.008469,-0.111672,-0.118476,-0.110403,-0.197921,-0.143471,1.064763,0.207485,0.012589,0.952175,-0.002387,-0.231161,-0.193467,-0.150599,1.068958,0.163551,-0.030803,0.907993,0.448759,741
0.024217,-0.038766,0.022813,-0.238916,-0.235969,-0.240253,0.001204,-0.070020,1.004845,-0.107349,-0.137367,-0.108719,-0.197114,-0.144763,1.065523,0.199521,0.004724,0.944167,-0.002363,-0.228805,-0.193943,-0.150589,1.068958,0.157418,-0.048399,0.900460,0.440900,742
0.017245,-0.031684,0.018679,-0.228964,-0.288884,-0.237685,-0.002325,-0.075362,1.001195,-0.105859,-0.160284,-0.109502,-0.196539,-0.145819,1.066146,0.191889,-0.004906,0.936244,0.000444,-0.228030,-0.193809,-0.151178,1.072479,0.153072,-0.062115,0.893051,0.433137,743
0.014844,-0.029142,0.034436,-0.211088,-0.311110,-0.234886,-0.005596,-0.081033,0.997854,-0.098122,-0.170126,-0.100225,-0.196044,-0.146790,1.067294,0.184853,-0.015276,0.928414,0.006947,-0.208101,-0.192750,-0.149511,1.076023,0.153668,-0.074072,0.885763,0.426223,744
0.017910,-0.014796,0.047468,-0.169589,-0.319734,-0.231940,-0.008124,-0.086609,0.994779,-0.075840,-0.167265,-0.092236,-0.195447,-0.147283,1.068876,0.179200,-0.025934,0.920683,0.005039,-0.161523,-0.190416,-0.150679,1.076023,0.155460,-0.082249,0.880970,0.420770,745
0.027361,-0.018464,0.038867,-0.129103,-0.306244,-0.215959,-0.009819,-0.092020,0.991828,-0.050871,-0.162354,-0.088545,-0.194535,-0.147899,1.070171,0.174897,-0.036142,0.913485,-0.004692,-0.115426,-0.189741,-0.151326,1.079591,0.154408,-0.090618,0.876229,0.416558,746
0.026074,-0.018635,0.051219,-0.111418,-0.296246,-0.202609,-0.011242,-0.097268,0.989305,-0.042672,-0.157440,-0.075696,-0.193666,-0.148520,1.071879,0.171183,-0.046017,0.906731,0.002070,-0.090849,-0.188668,-0.153213,1.083182,0.154934,-0.096790,0.873877,0.413395,747
0.027182,-0.025522,0.061469,-0.088364,-0.276109,-0.178660,-0.012261,-0.102296,0.987352,-0.030591,-0.150815,-0.058596,-0.192760,-0.149371,1.073928,0.168237,-0.055221,0.900776,0.007862,-0.065547,-0.187413,-0.153582,1.083182,0.156391,-0.100648,0.869212,0.411297,748
0.029079,-0.022902,0.050322,-0.064419,-0.247038,-0.171643,-0.012850,-0.106795,0.985330,-0.017670,-0.134970,-0.060661,-0.191791,-0.150134,1.075605,0.166090,-0.063455,0.895054,0.001619,-0.032862,-0.186003,-0.153845,1.083182,0.155063,-0.105776,0.864596,0.410110,749
0.031473,-0.020176,0.041206,-0.059967,-0.230145,-0.165625,-0.013325,-0.110967,0.983256,-0.014247,-0.125161,-0.062209,-0.190742,-0.150807,1.076979,0.164091,-0.071127,0.889533,-0.004488,-0.020948,-0.184455,-0.152383,1.086797,0.152918,-0.109768,0.862306,0.409134,750
0.034183,-0.008576,0.053394,-0.060763,-0.210136,-0.148063,-0.013768,-0.114612,0.981678,-0.013290,-0.109356,-0.047334,-0.189602,-0.151093,1.078758,0.162066,-0.078131,0.884598,-0.002518,-0.019478,-0.182002,-0.151705,1.086797,0.152240,-0.112215,0.857763,0.408279,751
0.041333,-0.003328,0.043716,-0.053432,-0.185349,-0.145935,-0.013970,-0.117757,0.979974,-0.006050,-0.094338,-0.051110,-0.188224,-0.151204,1.080216,0.160285,-0.084309,0.879733,-0.013293,-0.004325,-0.180907,-0.151134,1.086797,0.152136,-0.111849,0.853268,0.407586,752
0.039794,0.000379,0.035788,-0.044312,-0.149763,-0.143920,-0.014045,-0.120246,0.978172,-0.002259,-0.074692,-0.054066,-0.186898,-0.151191,1.081409,0.158807,-0.089302,0.874936,-0.015688,0.012587,-0.177951,-0.149358,1.086797,0.147847,-0.114209,0.848819,0.407398,753
0.048656,0.009968,0.029300,-0.059607,-0.135450,-0.142027,-0.014228,-0.122338,0.976293,-0.005476,-0.062741,-0.056364,-0.185276,-0.150859,1.082385,0.156821,-0.093817,0.870202,-0.027046,0.004963,-0.176969,-0.148634,1.090437,0.147792,-0.113235,0.844417,0.406578,754
0.045175,0.012099,0.043788,-0.049096,-0.105597,-0.140215,-0.014293,-0.123896,0.974686,-0.001960,-0.046750,-0.048212,-0.183770,-0.150455,1.083845,0.155184,-0.097337,0.865528,-0.015726,0.020560,-0.174308,-0.146524,1.086797,0.145558,-0.114138,0.840060,0.406662,755
0.051454,0.021378,0.016057,-0.052347,-0.091369,-0.138495,-0.014308,-0.125062,0.972646,-0.000447,-0.034996,-0.061219,-0.182055,-0.149743,1.084380,0.153439,-0.100382,0.860911,-0.036269,0.021859,-0.171931,-0.144104,1.086797,0.144503,-0.115854,0.837898,0.406117,756
0.055058,0.030666,0.013154,-0.048595,-0.084135,-0.125155,-0.014200,-0.125954,0.970779,0.003231,-0.026734,-0.056001,-0.180220,-0.148721,1.084818,0.151819,-0.103187,0.856740,-0.041140,0.021162,-0.169540,-0.141465,1.086797,0.143287,-0.117609,0.835747,0.405393,757
0.058081,0.039458,0.010750,-0.046398,-0.078426,-0.114166,-0.014006,-0.126603,0.969055,0.005842,-0.019484,-0.051709,-0.178284,-0.147405,1.085177,0.150273,-0.105801,0.852934,-0.045063,0.019794,-0.167143,-0.135862,1.086797,0.142677,-0.119780,0.833608,0.404496,758
0.060582,0.062772,0.008816,-0.041309,-0.076022,-0.105100,-0.013684,-0.126824,0.967451,0.009637,-0.006625,-0.048140,-0.176264,-0.145313,1.085471,0.148896,-0.108335,0.849431,-0.049416,0.021226,-0.166544,-0.129229,1.086797,0.142017,-0.124288,0.831479,0.403499,759
0.052863,0.087464,0.007221,-0.037410,-0.086750,-0.097622,-0.013427,-0.126812,0.965944,0.007727,0.000357,-0.045201,-0.174502,-0.142397,1.085711,0.147649,-0.111227,0.846177,-0.044769,0.021428,-0.164798,-0.124193,1.086797,0.141429,-0.128436,0.829361,0.402653,760
0.052773,0.098999,0.005904,-0.033824,-0.093587,-0.091442,-0.013111,-0.126722,0.964518,0.009475,0.002705,-0.042769,-0.172743,-0.139098,1.085908,0.146521,-0.114346,0.843129,-0.044458,0.022608,-0.164171,-0.117653,1.086797,0.142337,-0.133021,0.827254,0.401851,761
0.046617,0.116620,0.004828,-0.022755,-0.101555,-0.086330,-0.012713,-0.126471,0.963160,0.011931,0.007533,-0.040752,-0.171189,-0.135210,1.086069,0.145763,-0.117731,0.840251,-0.038923,0.030472,-0.162479,-0.112813,1.086797,0.144276,-0.139525,0.823072,0.401486,762
0.047369,0.121796,0.003955,-0.008089,-0.118511,-0.093416,-0.012059,-0.126416,0.961669,0.019640,0.001643,-0.044730,-0.169610,-0.131150,1.086201,0.145493,-0.121682,0.837137,-0.037570,0.048774,-0.160664,-0.106806,1.083182,0.145053,-0.142288,0.820997,0.401762,763
0.048649,0.132386,-0.016415,-0.002396,-0.112056,-0.087774,-0.011288,-0.126077,0.959933,0.023126,0.010165,-0.052094,-0.167989,-0.126737,1.085654,0.145413,-0.125417,0.834211,-0.048653,0.052691,-0.159350,-0.100849,1.083182,0.147769,-0.146576,0.818932,0.401803,764
0.046978,0.140783,-0.013440,0.012810,-0.115066,-0.083086,-0.010291,-0.125649,0.958324,0.029894,0.012858,-0.048264,-0.166423,-0.122045,1.085206,0.145840,-0.129252,0.831442,-0.042405,0.064392,-0.155640,-0.092991,1.083182,0.147513,-0.150134,0.814833,0.402438,765
0.058639,0.157994,-0.011008,0.009099,-0.113553,-0.090324,-0.009162,-0.124908,0.956635,0.033869,0.022221,-0.050667,-0.164468,-0.116778,1.084839,0.146144,-0.133038,0.828431,-0.045814,0.069046,-0.151539,-0.085799,1.083182,0.150421,-0.153596,0.812799,0.403099,766
0.070312,0.168468,-0.009009,0.023263,-0.111798,-0.085005,-0.007603,-0.123963,0.955068,0.046787,0.028335,-0.047007,-0.162124,-0.111163,1.084539,0.146919,-0.136764,0.825597,-0.048884,0.079363,-0.149659,-0.082253,1.083182,0.150529,-0.154732,0.810775,0.403997,767
0.067788,0.157213,-0.007367,0.019632,-0.097711,-0.080608,-0.006146,-0.122972,0.953602,0.043710,0.029751,-0.043986,-0.159865,-0.105922,1.084293,0.147573,-0.140021,0.822911,-0.042980,0.075158,-0.146363,-0.077632,1.083182,0.151026,-0.155726,0.808762,0.404971,768
